Toilet,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total
 Other,1,66,67
 No toilet,97,5714,5811
 Total,1454,38310,39764
NotApp :,475,*,*
AREA # 080203,Ngape,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,11,63,74
 Water seal (Improved pit latrine),953,9528,10481
 Pit (Traditional pit latrine),-,907,907
 Bucket (Surface latrine),1,46,47
 Other,1,94,95
 No toilet,13,840,853
 Total,979,11478,12457
NotApp :,159,*,*
AREA # 080204,Salin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,72,410,482
 Water seal (Improved pit latrine),2642,39170,41812
 Pit (Traditional pit latrine),15,1374,1389
 Bucket (Surface latrine),2,148,150
 Other,25,247,272
 No toilet,30,11470,11500
 Total,2786,52819,55605
NotApp :,631,*,*
AREA # 080205,Saytottara,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,43,14,57
 Water seal (Improved pit latrine),1261,6888,8149
 Pit (Traditional pit latrine),176,1449,1625
 Bucket (Surface latrine),1,40,41
 Other,-,116,116
 No toilet,44,748,792
 Total,1525,9255,10780
NotApp :,279,*,*
AREA # 080301,Thayet,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,74,320,394
 Water seal (Improved pit latrine),1437,3007,4444
 Pit (Traditional pit latrine),2858,14488,17346
 Bucket (Surface latrine),68,155,223
 Other,37,546,583
 No toilet,89,2893,2982
 Total,4563,21409,25972
NotApp :,302,*,*
AREA # 080302,Minhla,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,35,138,173
 Water seal (Improved pit latrine),839,3791,4630
 Pit (Traditional pit latrine),1932,19448,21380
 Bucket (Surface latrine),23,570,593
 Other,6,1483,1489
 No toilet,146,3211,3357
 Total,2981,28641,31622
NotApp :,346,*,*
AREA # 080303,Mindon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,3,4,7
 Water seal (Improved pit latrine),1262,13584,14846
 Pit (Traditional pit latrine),-,389,389
 Bucket (Surface latrine),2,55,57
 Other,1,82,83
 No toilet,2,1425,1427
 Total,1270,15539,16809
NotApp :,207,*,*
AREA # 080304,Kamma,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1,121,122
 Water seal (Improved pit latrine),1206,15367,16573
 Pit (Traditional pit latrine),15,559,574
 Bucket (Surface latrine),1,78,79
 Other,4,102,106
 No toilet,67,1622,1689
 Total,1294,17849,19143
NotApp :,208,*,*
AREA # 080305,Aunglan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,300,156,456
 Water seal (Improved pit latrine),3504,6673,10177
 Pit (Traditional pit latrine),6955,27006,33961
 Bucket (Surface latrine),132,907,1039
 Other,125,1247,1372
 No toilet,609,9995,10604
 Total,11625,45984,57609
NotApp :,479,*,*
AREA # 080306,Sinpaungwe`,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,10,120,130
 Water seal (Improved pit latrine),825,10415,11240
 Pit (Traditional pit latrine),313,10717,11030
 Bucket (Surface latrine),6,377,383
 Other,9,294,303
 No toilet,118,5480,5598
 Total,1281,27403,28684
NotApp :,290,*,*
AREA # 080401,Pakokku,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,247,385,632
 Water seal (Improved pit latrine),17010,33101,50111
 Pit (Traditional pit latrine),577,934,1511
 Bucket (Surface latrine),69,110,179
 Other,45,98,143
 No toilet,1121,12643,13764
 Total,19069,47271,66340
NotApp :,723,*,*
AREA # 080402,Yesagyo,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,81,528,609
 Water seal (Improved pit latrine),4366,27728,32094
 Pit (Traditional pit latrine),155,2527,2682
 Bucket (Surface latrine),3,202,205
 Other,5,133,138
 No toilet,289,11315,11604
 Total,4899,42433,47332
NotApp :,485,*,*
AREA # 080403,Myaing,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,14,260,274
 Water seal (Improved pit latrine),1742,30858,32600
 Pit (Traditional pit latrine),7,3958,3965
 Bucket (Surface latrine),1,137,138
 Other,2,319,321
 No toilet,35,16308,16343
 Total,1801,51840,53641
NotApp :,502,*,*
AREA # 080404,Pauk,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,13,75,88
 Water seal (Improved pit latrine),1573,21105,22678
 Pit (Traditional pit latrine),23,4004,4027
 Bucket (Surface latrine),2,158,160
 Other,6,141,147
 No toilet,84,11781,11865
 Total,1701,37264,38965
NotApp :,326,*,*
AREA # 080405,Seikphyu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,9,125,134
 Water seal (Improved pit latrine),1931,12940,14871
 Pit (Traditional pit latrine),16,161,177
 Bucket (Surface latrine),21,44,65
 Other,3,110,113
 No toilet,149,7918,8067
 Total,2129,21298,23427
NotApp :,208,*,*
AREA # 080501,Gangaw,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,35,167,202
 Water seal (Improved pit latrine),3168,24697,27865
 Pit (Traditional pit latrine),45,1388,1433
 Bucket (Surface latrine),1,62,63
 Other,-,90,90
 No toilet,9,250,259
 Total,3258,26654,29912
NotApp :,303,*,*
AREA # 080502,Htilin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1,3,4
 Water seal (Improved pit latrine),1100,9269,10369
 Pit (Traditional pit latrine),10,107,117
 Bucket (Surface latrine),-,4,4
 Other,-,5,5
 No toilet,12,21,33
 Total,1123,9409,10532
NotApp :,182,*,*
AREA # 080503,Saw,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,-,36,36
 Water seal (Improved pit latrine),1188,6065,7253
 Pit (Traditional pit latrine),43,602,645
 Bucket (Surface latrine),1,11,12
 Other,14,5,19
 No toilet,15,345,360
 Total,1261,7064,8325
NotApp :,212,*,*
AREA # 080551,Kyaukhtu(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,4,69,73
 Water seal (Improved pit latrine),1097,5083,6180
 Pit (Traditional pit latrine),24,1119,1143
 Bucket (Surface latrine),2,12,14
 Other,1,145,146
 No toilet,12,41,53
 Total,1140,6469,7609
NotApp :,103,*,*
AREA # 090101,Aungmyetharzan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1673,-,1673
 Water seal (Improved pit latrine),45103,-,45103
 Pit (Traditional pit latrine),844,-,844
 Bucket (Surface latrine),381,-,381
 Other,296,-,296
 No toilet,1434,-,1434
 Total,49731,-,49731
NotApp :,971,*,*
AREA # 090102,Chanayeharzan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2157,-,2157
 Water seal (Improved pit latrine),29741,-,29741
 Pit (Traditional pit latrine),735,-,735
 Bucket (Surface latrine),25,-,25
 Other,64,-,64
 No toilet,559,-,559
 Total,33281,-,33281
NotApp :,1883,*,*
AREA # 090103,Mahaaungmye,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2123,-,2123
 Water seal (Improved pit latrine),36617,-,36617
 Pit (Traditional pit latrine),1159,-,1159
 Bucket (Surface latrine),84,-,84
 Other,288,-,288
 No toilet,1656,-,1656
 Total,41927,-,41927
NotApp :,754,*,*
AREA # 090104,Chanmyatharzi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2060,-,2060
 Water seal (Improved pit latrine),45685,-,45685
 Pit (Traditional pit latrine),3297,-,3297
 Bucket (Surface latrine),173,-,173
 Other,310,-,310
 No toilet,1522,-,1522
 Total,53047,-,53047
NotApp :,901,*,*
AREA # 090105,Pyigyidagun,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1529,-,1529
 Water seal (Improved pit latrine),38940,-,38940
 Pit (Traditional pit latrine),1419,-,1419
 Bucket (Surface latrine),58,-,58
 Other,107,-,107
 No toilet,1822,-,1822
 Total,43875,-,43875
NotApp :,1032,*,*
AREA # 090106,Amarapura,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,308,1072,1380
 Water seal (Improved pit latrine),14838,24955,39793
 Pit (Traditional pit latrine),373,962,1335
 Bucket (Surface latrine),5,204,209
 Other,51,95,146
 No toilet,1055,5708,6763
 Total,16630,32996,49626
NotApp :,572,*,*
AREA # 090107,Patheingyi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,56,654,710
 Water seal (Improved pit latrine),2484,37189,39673
 Pit (Traditional pit latrine),102,2623,2725
 Bucket (Surface latrine),-,150,150
 Other,1,384,385
 No toilet,59,9288,9347
 Total,2702,50288,52990
NotApp :,902,*,*
AREA # 090201,Pyin Oo Lwin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1376,300,1676
 Water seal (Improved pit latrine),29762,19672,49434
 Pit (Traditional pit latrine),519,320,839
 Bucket (Surface latrine),11,15,26
 Other,52,89,141
 No toilet,221,1045,1266
 Total,31941,21441,53382
NotApp :,962,*,*
AREA # 090202,Madaya,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,100,802,902
 Water seal (Improved pit latrine),5034,33014,38048
 Pit (Traditional pit latrine),44,6326,6370
 Bucket (Surface latrine),1,390,391
 Other,-,228,228
 No toilet,132,12574,12706
 Total,5311,53334,58645
NotApp :,508,*,*
AREA # 090203,Sinku,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,149,596,745
 Water seal (Improved pit latrine),1199,22255,23454
 Pit (Traditional pit latrine),306,4320,4626
 Bucket (Surface latrine),-,175,175
 Other,4,179,183
 No toilet,74,5276,5350
 Total,1732,32801,34533
NotApp :,281,*,*
AREA # 090204,Mogok,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,418,275,693
 Water seal (Improved pit latrine),15332,15620,30952
 Pit (Traditional pit latrine),683,1854,2537
 Bucket (Surface latrine),17,43,60
 Other,43,62,105
 No toilet,193,707,900
 Total,16686,18561,35247
NotApp :,586,*,*
AREA # 090205,Thabeikkyin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1,258,259
 Water seal (Improved pit latrine),584,17036,17620
 Pit (Traditional pit latrine),232,1962,2194
 Bucket (Surface latrine),2,174,176
 Other,-,162,162
 No toilet,369,4969,5338
 Total,1188,24561,25749
NotApp :,297,*,*
AREA # 090251,Tagaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,12,14,26
 Water seal (Improved pit latrine),1422,2937,4359
 Pit (Traditional pit latrine),61,254,315
 Bucket (Surface latrine),3,41,44
 Other,38,4,42
 No toilet,257,2349,2606
 Total,1793,5599,7392
NotApp :,96,*,*
AREA # 090301,Kyaukse,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,168,1172,1340
 Water seal (Improved pit latrine),7990,39020,47010
 Pit (Traditional pit latrine),246,964,1210
 Bucket (Surface latrine),1,132,133
 Other,6,152,158
 No toilet,80,7834,7914
 Total,8491,49274,57765
NotApp :,526,*,*
AREA # 090302,Singaing,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,39,827,866
 Water seal (Improved pit latrine),1590,25769,27359
 Pit (Traditional pit latrine),123,983,1106
 Bucket (Surface latrine),1,37,38
 Other,3,63,66
 No toilet,24,4120,4144
 Total,1780,31799,33579
NotApp :,464,*,*
AREA # 090303,Myitthar,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,56,587,643
 Water seal (Improved pit latrine),4000,29783,33783
 Pit (Traditional pit latrine),181,1500,1681
 Bucket (Surface latrine),2,148,150
 Other,2,27,29
 No toilet,105,9626,9731
 Total,4346,41671,46017
NotApp :,399,*,*
AREA # 090304,Tada U,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,61,492,553
 Water seal (Improved pit latrine),2489,21972,24461
 Pit (Traditional pit latrine),25,1016,1041
 Bucket (Surface latrine),1,16,17
 Other,8,52,60
 No toilet,68,6427,6495
 Total,2652,29975,32627
NotApp :,340,*,*
AREA # 090401,Myingyan,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,479,1433,1912
 Water seal (Improved pit latrine),16122,25882,42004
 Pit (Traditional pit latrine),989,513,1502
 Bucket (Surface latrine),84,253,337
 Other,86,240,326
 No toilet,1137,15122,16259
 Total,18897,43443,62340
NotApp :,622,*,*
AREA # 090402,Taungtha,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,32,851,883
 Water seal (Improved pit latrine),3300,22276,25576
 Pit (Traditional pit latrine),53,1577,1630
 Bucket (Surface latrine),8,133,141
 Other,10,180,190
 No toilet,460,20972,21432
 Total,3863,45989,49852
NotApp :,425,*,*
AREA # 090403,Natogyi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,20,272,292
 Water seal (Improved pit latrine),2643,27350,29993
 Pit (Traditional pit latrine),51,1561,1612
 Bucket (Surface latrine),2,103,105
 Other,19,276,295
 No toilet,107,8561,8668
 Total,2842,38123,40965
NotApp :,349,*,*
AREA # 090404,Kyaukpadaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,412,915,1327
 Water seal (Improved pit latrine),8497,41795,50292
 Pit (Traditional pit latrine),25,217,242
 Bucket (Surface latrine),12,59,71
 Other,7,62,69
 No toilet,60,9900,9960
 Total,9013,52948,61961
NotApp :,497,*,*
AREA # 090405,Ngazun,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,6,756,762
 Water seal (Improved pit latrine),1524,14131,15655
 Pit (Traditional pit latrine),5,491,496
 Bucket (Surface latrine),-,33,33
 Other,14,113,127
 No toilet,108,10657,10765
 Total,1657,26181,27838
NotApp :,295,*,*
AREA # 090501,Nyaung U,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,290,503,793
 Water seal (Improved pit latrine),8423,21282,29705
 Pit (Traditional pit latrine),76,496,572
 Bucket (Surface latrine),4,35,39
 Other,10,109,119
 No toilet,712,12722,13434
 Total,9515,35147,44662
NotApp :,603,*,*
AREA # 090551,Ngat,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,-,53,53
 Water seal (Improved pit latrine),768,3786,4554
 Pit (Traditional pit latrine),4,161,165
 Bucket (Surface latrine),-,2,2
 Other,-,112,112
 No toilet,667,4258,4925
 Total,1439,8372,9811
NotApp :,69,*,*
AREA # 090601,Yame`thin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,63,545,608
 Water seal (Improved pit latrine),4363,40424,44787
 Pit (Traditional pit latrine),825,1724,2549
 Bucket (Surface latrine),31,79,110
 Other,5,22,27
 No toilet,40,9138,9178
 Total,5327,51932,57259
NotApp :,559,*,*
AREA # 090602,Pyawbwe,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,93,351,444
 Water seal (Improved pit latrine),5738,42021,47759
 Pit (Traditional pit latrine),860,2759,3619
 Bucket (Surface latrine),2,67,69
 Other,13,40,53
 No toilet,168,6751,6919
 Total,6874,51989,58863
NotApp :,497,*,*
AREA # 090701,Meiktila,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,611,313,924
 Water seal (Improved pit latrine),22167,36866,59033
 Pit (Traditional pit latrine),913,1002,1915
 Bucket (Surface latrine),18,37,55
 Other,103,31,134
 No toilet,151,6227,6378
 Total,23963,44476,68439
NotApp :,998,*,*
AREA # 090702,MahlYaing,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,27,279,306
 Water seal (Improved pit latrine),2917,25034,27951
 Pit (Traditional pit latrine),57,930,987
 Bucket (Surface latrine),3,189,192
 Other,2,89,91
 No toilet,105,3695,3800
 Total,3111,30216,33327
NotApp :,382,*,*
AREA # 090703,Thazi,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,26,927,953
 Water seal (Improved pit latrine),4528,29981,34509
 Pit (Traditional pit latrine),64,2787,2851
 Bucket (Surface latrine),6,124,130
 Other,17,162,179
 No toilet,79,6191,6270
 Total,4720,40172,44892
NotApp :,484,*,*
AREA # 090704,Wundwin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,123,258,381
 Water seal (Improved pit latrine),6646,36090,42736
 Pit (Traditional pit latrine),66,563,629
 Bucket (Surface latrine),2,54,56
 Other,14,101,115
 No toilet,449,9203,9652
 Total,7300,46269,53569
NotApp :,474,*,*
AREA # 100101,Mawlamyine,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,1017,147,1164
 Water seal (Improved pit latrine),46592,6294,52886
 Pit (Traditional pit latrine),765,383,1148
 Bucket (Surface latrine),271,39,310
 Other,61,18,79
 No toilet,1028,842,1870
 Total,49734,7723,57457
NotApp :,954,*,*
AREA # 100102,Kyaikemaraw,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,108,374,482
 Water seal (Improved pit latrine),1790,25240,27030
 Pit (Traditional pit latrine),92,1365,1457
 Bucket (Surface latrine),7,183,190
 Other,12,201,213
 No toilet,167,9349,9516
 Total,2176,36712,38888
NotApp :,478,*,*
AREA # 100103,Chaungzon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,18,110,128
 Water seal (Improved pit latrine),1622,20127,21749
 Pit (Traditional pit latrine),13,863,876
 Bucket (Surface latrine),8,696,704
 Other,2,166,168
 No toilet,81,4238,4319
 Total,1744,26200,27944
NotApp :,292,*,*
AREA # 100104,Thanbyuzayat,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,159,200,359
 Water seal (Improved pit latrine),10151,18430,28581
 Pit (Traditional pit latrine),271,792,1063
 Bucket (Surface latrine),112,201,313
 Other,219,240,459
 No toilet,803,4656,5459
 Total,11715,24519,36234
NotApp :,470,*,*
AREA # 100105,Mudon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,124,298,422
 Water seal (Improved pit latrine),10361,25003,35364
 Pit (Traditional pit latrine),106,723,829
 Bucket (Surface latrine),8,93,101
 Other,11,162,173
 No toilet,182,2241,2423
 Total,10792,28520,39312
NotApp :,541,*,*
AREA # 100106,Ye,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,81,424,505
 Water seal (Improved pit latrine),5391,15175,20566
 Pit (Traditional pit latrine),396,1974,2370
 Bucket (Surface latrine),29,500,529
 Other,29,266,295
 No toilet,187,5539,5726
 Total,6113,23878,29991
NotApp :,508,*,*
AREA # 100151,Lamine,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,31,69,100
 Water seal (Improved pit latrine),2729,11856,14585
 Pit (Traditional pit latrine),37,263,300
 Bucket (Surface latrine),5,58,63
 Other,4,97,101
 No toilet,161,3329,3490
 Total,2967,15672,18639
NotApp :,149,*,*
AREA # 100152,Khawzar,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,73,182,255
 Water seal (Improved pit latrine),596,2452,3048
 Pit (Traditional pit latrine),2,170,172
 Bucket (Surface latrine),2,19,21
 Other,1,15,16
 No toilet,104,1202,1306
 Total,778,4040,4818
NotApp :,70,*,*
AREA # 100201,Thaton,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,126,388,514
 Water seal (Improved pit latrine),9660,25996,35656
 Pit (Traditional pit latrine),100,774,874
 Bucket (Surface latrine),166,349,515
 Other,36,307,343
 No toilet,618,9764,10382
 Total,10706,37578,48284
NotApp :,603,*,*
AREA # 100202,Paung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,70,238,308
 Water seal (Improved pit latrine),5080,27107,32187
 Pit (Traditional pit latrine),58,890,948
 Bucket (Surface latrine),85,1614,1699
 Other,11,407,418
 No toilet,598,7568,8166
 Total,5902,37824,43726
NotApp :,460,*,*
AREA # 100203,Kyaikto,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,123,266,389
 Water seal (Improved pit latrine),6288,23196,29484
 Pit (Traditional pit latrine),149,1381,1530
 Bucket (Surface latrine),172,474,646
 Other,44,253,297
 No toilet,740,5002,5742
 Total,7516,30572,38088
NotApp :,848,*,*
AREA # 100204,Bilin,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,55,519,574
 Water seal (Improved pit latrine),3635,22727,26362
 Pit (Traditional pit latrine),189,694,883
 Bucket (Surface latrine),6,730,736
 Other,19,403,422
 No toilet,140,10114,10254
 Total,4044,35187,39231
NotApp :,544,*,*
AREA # 110101,Sittway,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,345,44,389
 Water seal (Improved pit latrine),15469,4451,19920
 Pit (Traditional pit latrine),237,33,270
 Bucket (Surface latrine),303,59,362
 Other,64,31,95
 No toilet,2488,5512,8000
 Total,18906,10130,29036
NotApp :,377,*,*
AREA # 110102,Ponnagyun,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,8,77,85
 Water seal (Improved pit latrine),1524,1840,3364
 Pit (Traditional pit latrine),32,98,130
 Bucket (Surface latrine),66,400,466
 Other,11,175,186
 No toilet,825,20279,21104
 Total,2466,22869,25335
NotApp :,246,*,*
AREA # 110103,Pauktaw,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,17,83,100
 Water seal (Improved pit latrine),1261,2070,3331
 Pit (Traditional pit latrine),17,123,140
 Bucket (Surface latrine),157,1591,1748
 Other,83,234,317
 No toilet,935,23973,24908
 Total,2470,28074,30544
NotApp :,349,*,*
AREA # 110104,Yethedaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,45,106,151
 Water seal (Improved pit latrine),920,2700,3620
 Pit (Traditional pit latrine),14,122,136
 Bucket (Surface latrine),7,79,86
 Other,12,142,154
 No toilet,512,19682,20194
 Total,1510,22831,24341
NotApp :,255,*,*
AREA # 110201,Myauk U,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,29,180,209
 Water seal (Improved pit latrine),4119,4073,8192
 Pit (Traditional pit latrine),111,361,472
 Bucket (Surface latrine),307,2179,2486
 Other,5,200,205
 No toilet,2703,27258,29961
 Total,7274,34251,41525
NotApp :,517,*,*
AREA # 110202,Kyauktaw,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,67,199,266
 Water seal (Improved pit latrine),2560,5083,7643
 Pit (Traditional pit latrine),87,360,447
 Bucket (Surface latrine),314,947,1261
 Other,12,334,346
 No toilet,799,25733,26532
 Total,3839,32656,36495
NotApp :,327,*,*
AREA # 110203,Minbya,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,10,55,65
 Water seal (Improved pit latrine),2879,2999,5878
 Pit (Traditional pit latrine),81,196,277
 Bucket (Surface latrine),488,1451,1939
 Other,30,320,350
 No toilet,1127,26992,28119
 Total,4615,32013,36628
NotApp :,359,*,*
AREA # 110204,Myebon,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,14,168,182
 Water seal (Improved pit latrine),1885,3047,4932
 Pit (Traditional pit latrine),6,100,106
 Bucket (Surface latrine),71,466,537
 Other,1,1234,1235
 No toilet,641,23706,24347
 Total,2618,28721,31339
NotApp :,244,*,*
AREA # 110301,Maungtaw,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,38,61,99
 Water seal (Improved pit latrine),1822,2891,4713
 Pit (Traditional pit latrine),82,81,163
 Bucket (Surface latrine),13,85,98
 Other,12,40,52
 No toilet,347,1918,2265
 Total,2314,5076,7390
NotApp :,142,*,*
AREA # 110302,Buthidaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,31,34,65
 Water seal (Improved pit latrine),1689,2617,4306
 Pit (Traditional pit latrine),21,24,45
 Bucket (Surface latrine),7,25,32
 Other,15,229,244
 No toilet,299,6273,6572
 Total,2062,9202,11264
NotApp :,178,*,*
AREA # 110351,Taungpyoletwe(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,2,-,2
 Water seal (Improved pit latrine),148,39,187
 Pit (Traditional pit latrine),-,6,6
 Bucket (Surface latrine),-,3,3
 Other,-,1,1
 No toilet,8,299,307
 Total,158,348,506
NotApp :,17,*,*
AREA # 110401,Kyaukpyu,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,69,139,208
 Water seal (Improved pit latrine),3571,6633,10204
 Pit (Traditional pit latrine),102,303,405
 Bucket (Surface latrine),70,493,563
 Other,46,275,321
 No toilet,396,25167,25563
 Total,4254,33010,37264
NotApp :,491,*,*
AREA # 110402,Mannaung,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,5,68,73
 Water seal (Improved pit latrine),1011,3158,4169
 Pit (Traditional pit latrine),6,373,379
 Bucket (Surface latrine),69,346,415
 Other,2,56,58
 No toilet,213,9428,9641
 Total,1306,13429,14735
NotApp :,186,*,*
AREA # 110403,Yanbye,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,6,217,223
 Water seal (Improved pit latrine),1142,3365,4507
 Pit (Traditional pit latrine),26,102,128
 Bucket (Surface latrine),197,115,312
 Other,5,85,90
 No toilet,872,16286,17158
 Total,2248,20170,22418
NotApp :,325,*,*
AREA # 110404,An,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,7,141,148
 Water seal (Improved pit latrine),1609,8625,10234
 Pit (Traditional pit latrine),193,960,1153
 Bucket (Surface latrine),13,1369,1382
 Other,5,562,567
 No toilet,51,13824,13875
 Total,1878,25481,27359
NotApp :,324,*,*
AREA # 110501,Thandwe,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,44,153,197
 Water seal (Improved pit latrine),3251,18297,21548
 Pit (Traditional pit latrine),9,785,794
 Bucket (Surface latrine),6,450,456
 Other,2,136,138
 No toilet,38,7904,7942
 Total,3350,27725,31075
NotApp :,580,*,*
AREA # 110502,Toungup,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,68,207,275
 Water seal (Improved pit latrine),5591,7129,12720
 Pit (Traditional pit latrine),146,905,1051
 Bucket (Surface latrine),69,489,558
 Other,41,60,101
 No toilet,263,10271,10534
 Total,6178,19061,25239
NotApp :,343,*,*
AREA # 110503,Gwa,*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,43,61,104
 Water seal (Improved pit latrine),1797,4358,6155
 Pit (Traditional pit latrine),40,189,229
 Bucket (Surface latrine),67,301,368
 Other,28,36,64
 No toilet,513,3812,4325
 Total,2488,8757,11245
NotApp :,115,*,*
AREA # 110551,Maei(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,13,22,35
 Water seal (Improved pit latrine),660,2902,3562
 Pit (Traditional pit latrine),24,96,120
 Bucket (Surface latrine),61,171,232
 Other,1,52,53
 No toilet,456,5495,5951
 Total,1215,8738,9953
NotApp :,96,*,*
AREA # 110552,Kyeintali(ST),*,*
Toilet,Urban/Rural,*,*
*,Urban,Rural,Total
 Flush,27,12,39
 Water seal (Improved pit latrine),1356,2933,4289
 Pit (Traditional pit latrine),9,35,44
 Bucket (Surface latrine),3,17,20
 Other,-,7,7
 No toilet,80,1602,1682
 Total,1475,4606,6081
NotApp :,76,*,*
AREA # 120101,Insein,*,*
