Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
" Employee (Private, Org)",18044,6622,24666,Myauk U,MMR012003
 Employer,6133,1164,7297,Myauk U,MMR012003
 Own account worker,13752,7935,21687,Myauk U,MMR012003
 Contributing family worker,3550,6783,10333,Myauk U,MMR012003
 Sought work,5485,4363,9848,Myauk U,MMR012003
 Did not seek work,802,802,1604,Myauk U,MMR012003
 Full time student,11771,10585,22356,Myauk U,MMR012003
 Household work,807,37000,37807,Myauk U,MMR012003
" Pensioner, retired, elderly person",2780,5156,7936,Myauk U,MMR012003
" Ill, disabled",530,588,1118,Myauk U,MMR012003
 Other,2634,1386,4020,Myauk U,MMR012003
 Total,68325,83474,151799,Myauk U,MMR012003
 Employee (Government),2572,1343,3915,Kyauktaw,MMR012004
" Employee (Private, Org)",7967,3611,11578,Kyauktaw,MMR012004
 Employer,4405,1183,5588,Kyauktaw,MMR012004
 Own account worker,16318,6998,23316,Kyauktaw,MMR012004
 Contributing family worker,4769,10631,15400,Kyauktaw,MMR012004
 Sought work,3465,2980,6445,Kyauktaw,MMR012004
 Did not seek work,630,571,1201,Kyauktaw,MMR012004
 Full time student,11801,11383,23184,Kyauktaw,MMR012004
 Household work,928,29922,30850,Kyauktaw,MMR012004
" Pensioner, retired, elderly person",2631,4896,7527,Kyauktaw,MMR012004
" Ill, disabled",354,447,801,Kyauktaw,MMR012004
 Other,4628,3907,8535,Kyauktaw,MMR012004
 Total,60468,77872,138340,Kyauktaw,MMR012004
 Employee (Government),2403,965,3368,Minbya,MMR012005
" Employee (Private, Org)",10818,3693,14511,Minbya,MMR012005
 Employer,4085,856,4941,Minbya,MMR012005
 Own account worker,13631,4920,18551,Minbya,MMR012005
 Contributing family worker,2957,7838,10795,Minbya,MMR012005
 Sought work,6335,6085,12420,Minbya,MMR012005
 Did not seek work,707,857,1564,Minbya,MMR012005
 Full time student,10134,9617,19751,Minbya,MMR012005
 Household work,1064,27949,29013,Minbya,MMR012005
" Pensioner, retired, elderly person",2141,3966,6107,Minbya,MMR012005
" Ill, disabled",421,505,926,Minbya,MMR012005
 Other,6310,5339,11649,Minbya,MMR012005
 Total,61006,72590,133596,Minbya,MMR012005
 Employee (Government),867,701,1568,Myebon,MMR012006
" Employee (Private, Org)",5941,2140,8081,Myebon,MMR012006
 Employer,2777,535,3312,Myebon,MMR012006
 Own account worker,19217,6978,26195,Myebon,MMR012006
 Contributing family worker,2450,7316,9766,Myebon,MMR012006
 Sought work,3242,2380,5622,Myebon,MMR012006
 Did not seek work,626,502,1128,Myebon,MMR012006
 Full time student,8830,8676,17506,Myebon,MMR012006
 Household work,722,21623,22345,Myebon,MMR012006
" Pensioner, retired, elderly person",1761,3160,4921,Myebon,MMR012006
" Ill, disabled",333,343,676,Myebon,MMR012006
 Other,2947,2175,5122,Myebon,MMR012006
 Total,49713,56529,106242,Myebon,MMR012006
 Employee (Government),3035,960,3995,Maungtaw,MMR012009
" Employee (Private, Org)",1640,416,2056,Maungtaw,MMR012009
 Employer,571,179,750,Maungtaw,MMR012009
 Own account worker,4323,1579,5902,Maungtaw,MMR012009
 Contributing family worker,1147,1847,2994,Maungtaw,MMR012009
 Sought work,842,444,1286,Maungtaw,MMR012009
 Did not seek work,154,73,227,Maungtaw,MMR012009
 Full time student,2160,1841,4001,Maungtaw,MMR012009
 Household work,274,5635,5909,Maungtaw,MMR012009
" Pensioner, retired, elderly person",387,537,924,Maungtaw,MMR012009
" Ill, disabled",53,64,117,Maungtaw,MMR012009
 Other,1023,918,1941,Maungtaw,MMR012009
 Total,15609,14493,30102,Maungtaw,MMR012009
 Employee (Government),3793,705,4498,Buthidaung,MMR012010
" Employee (Private, Org)",1582,419,2001,Buthidaung,MMR012010
 Employer,795,235,1030,Buthidaung,MMR012010
 Own account worker,6092,1901,7993,Buthidaung,MMR012010
 Contributing family worker,1732,3017,4749,Buthidaung,MMR012010
 Sought work,947,815,1762,Buthidaung,MMR012010
 Did not seek work,185,237,422,Buthidaung,MMR012010
 Full time student,3637,2984,6621,Buthidaung,MMR012010
 Household work,298,9248,9546,Buthidaung,MMR012010
" Pensioner, retired, elderly person",492,879,1371,Buthidaung,MMR012010
" Ill, disabled",94,121,215,Buthidaung,MMR012010
 Other,1668,1018,2686,Buthidaung,MMR012010
 Total,21315,21579,42894,Buthidaung,MMR012010
 Employee (Government),115,40,155,Taungpyoletwe(ST),MMR012009
" Employee (Private, Org)",61,9,70,Taungpyoletwe(ST),MMR012009
 Employer,24,4,28,Taungpyoletwe(ST),MMR012009
 Own account worker,391,64,455,Taungpyoletwe(ST),MMR012009
 Contributing family worker,132,130,262,Taungpyoletwe(ST),MMR012009
 Sought work,40,27,67,Taungpyoletwe(ST),MMR012009
 Did not seek work,3,2,5,Taungpyoletwe(ST),MMR012009
 Full time student,190,114,304,Taungpyoletwe(ST),MMR012009
 Household work,10,481,491,Taungpyoletwe(ST),MMR012009
" Pensioner, retired, elderly person",10,25,35,Taungpyoletwe(ST),MMR012009
" Ill, disabled",3,5,8,Taungpyoletwe(ST),MMR012009
 Other,13,10,23,Taungpyoletwe(ST),MMR012009
 Total,992,911,1903,Taungpyoletwe(ST),MMR012009
 Employee (Government),3056,1676,4732,Kyaukpyu,MMR012011
" Employee (Private, Org)",9671,3981,13652,Kyaukpyu,MMR012011
 Employer,1674,581,2255,Kyaukpyu,MMR012011
 Own account worker,23784,10675,34459,Kyaukpyu,MMR012011
 Contributing family worker,2682,5531,8213,Kyaukpyu,MMR012011
 Sought work,3384,2520,5904,Kyaukpyu,MMR012011
 Did not seek work,669,565,1234,Kyaukpyu,MMR012011
 Full time student,10555,9917,20472,Kyaukpyu,MMR012011
 Household work,687,27404,28091,Kyaukpyu,MMR012011
" Pensioner, retired, elderly person",3144,5547,8691,Kyaukpyu,MMR012011
" Ill, disabled",414,514,928,Kyaukpyu,MMR012011
 Other,2941,2106,5047,Kyaukpyu,MMR012011
 Total,62661,71017,133678,Kyaukpyu,MMR012011
 Employee (Government),616,718,1334,Mannaung,MMR017011
" Employee (Private, Org)",1439,289,1728,Mannaung,MMR017011
 Employer,687,211,898,Mannaung,MMR017011
 Own account worker,8885,2780,11665,Mannaung,MMR017011
 Contributing family worker,1542,2956,4498,Mannaung,MMR017011
 Sought work,753,663,1416,Mannaung,MMR017011
 Did not seek work,115,58,173,Mannaung,MMR017011
 Full time student,2541,3002,5543,Mannaung,MMR017011
 Household work,304,12331,12635,Mannaung,MMR017011
" Pensioner, retired, elderly person",1707,2709,4416,Mannaung,MMR017011
" Ill, disabled",191,211,402,Mannaung,MMR017011
 Other,2084,2059,4143,Mannaung,MMR017011
 Total,20864,27987,48851,Mannaung,MMR017011
 Employee (Government),877,940,1817,Yanbye,MMR012013
" Employee (Private, Org)",3193,1327,4520,Yanbye,MMR012013
 Employer,1243,560,1803,Yanbye,MMR012013
 Own account worker,13626,6281,19907,Yanbye,MMR012013
 Contributing family worker,3636,5731,9367,Yanbye,MMR012013
 Sought work,1927,1492,3419,Yanbye,MMR012013
 Did not seek work,381,247,628,Yanbye,MMR012013
 Full time student,5925,6191,12116,Yanbye,MMR012013
 Household work,412,15636,16048,Yanbye,MMR012013
" Pensioner, retired, elderly person",2359,4124,6483,Yanbye,MMR012013
" Ill, disabled",319,375,694,Yanbye,MMR012013
 Other,1852,1460,3312,Yanbye,MMR012013
 Total,35750,44364,80114,Yanbye,MMR012013
 Employee (Government),2840,864,3704,An,MMR012014
" Employee (Private, Org)",4784,1854,6638,An,MMR012014
 Employer,584,239,823,An,MMR012014
 Own account worker,19431,7572,27003,An,MMR012014
 Contributing family worker,2678,3275,5953,An,MMR012014
 Sought work,2448,1365,3813,An,MMR012014
 Did not seek work,384,289,673,An,MMR012014
 Full time student,6970,6573,13543,An,MMR012014
 Household work,585,20471,21056,An,MMR012014
" Pensioner, retired, elderly person",1612,2682,4294,An,MMR012014
" Ill, disabled",251,283,534,An,MMR012014
 Other,2802,2316,5118,An,MMR012014
 Total,45369,47783,93152,An,MMR012014
 Employee (Government),2409,1738,4147,Thandwe,MMR012015
" Employee (Private, Org)",14496,5052,19548,Thandwe,MMR012015
 Employer,1255,467,1722,Thandwe,MMR012015
 Own account worker,18262,6737,24999,Thandwe,MMR012015
 Contributing family worker,2635,3773,6408,Thandwe,MMR012015
 Sought work,1855,1084,2939,Thandwe,MMR012015
 Did not seek work,397,209,606,Thandwe,MMR012015
 Full time student,6577,6781,13358,Thandwe,MMR012015
 Household work,544,25691,26235,Thandwe,MMR012015
" Pensioner, retired, elderly person",3693,5437,9130,Thandwe,MMR012015
" Ill, disabled",426,391,817,Thandwe,MMR012015
 Other,2470,1144,3614,Thandwe,MMR012015
 Total,55019,58504,113523,Thandwe,MMR012015
 Employee (Government),1931,1132,3063,Toungup,MMR012016
" Employee (Private, Org)",6631,1993,8624,Toungup,MMR012016
 Employer,805,227,1032,Toungup,MMR012016
 Own account worker,17945,7206,25151,Toungup,MMR012016
 Contributing family worker,2774,4902,7676,Toungup,MMR012016
 Sought work,1975,1269,3244,Toungup,MMR012016
 Did not seek work,551,1187,1738,Toungup,MMR012016
 Full time student,6702,7036,13738,Toungup,MMR012016
 Household work,449,17785,18234,Toungup,MMR012016
" Pensioner, retired, elderly person",2661,3710,6371,Toungup,MMR012016
" Ill, disabled",357,339,696,Toungup,MMR012016
 Other,2499,1837,4336,Toungup,MMR012016
 Total,45280,48623,93903,Toungup,MMR012016
 Employee (Government),753,417,1170,Gwa,MMR012017
" Employee (Private, Org)",4449,1012,5461,Gwa,MMR012017
 Employer,602,203,805,Gwa,MMR012017
 Own account worker,6030,2057,8087,Gwa,MMR012017
 Contributing family worker,815,970,1785,Gwa,MMR012017
 Sought work,467,305,772,Gwa,MMR012017
 Did not seek work,43,35,78,Gwa,MMR012017
 Full time student,2062,2123,4185,Gwa,MMR012017
 Household work,114,8712,8826,Gwa,MMR012017
" Pensioner, retired, elderly person",946,1227,2173,Gwa,MMR012017
" Ill, disabled",154,136,290,Gwa,MMR012017
 Other,1402,802,2204,Gwa,MMR012017
 Total,17837,17999,35836,Gwa,MMR012017
 Employee (Government),235,173,408,Maei(ST),MMR012016
" Employee (Private, Org)",1328,364,1692,Maei(ST),MMR012016
 Employer,294,105,399,Maei(ST),MMR012016
 Own account worker,7971,3225,11196,Maei(ST),MMR012016
 Contributing family worker,1193,1118,2311,Maei(ST),MMR012016
 Sought work,967,503,1470,Maei(ST),MMR012016
 Did not seek work,133,80,213,Maei(ST),MMR012016
 Full time student,2664,2487,5151,Maei(ST),MMR012016
 Household work,188,7804,7992,Maei(ST),MMR012016
" Pensioner, retired, elderly person",815,1351,2166,Maei(ST),MMR012016
" Ill, disabled",97,105,202,Maei(ST),MMR012016
 Other,1066,600,1666,Maei(ST),MMR012016
 Total,16951,17915,34866,Maei(ST),MMR012016
 Employee (Government),244,243,487,Kyeintali(ST),MMR012017
" Employee (Private, Org)",2618,576,3194,Kyeintali(ST),MMR012017
 Employer,577,126,703,Kyeintali(ST),MMR012017
 Own account worker,2887,940,3827,Kyeintali(ST),MMR012017
 Contributing family worker,666,1137,1803,Kyeintali(ST),MMR012017
 Sought work,442,276,718,Kyeintali(ST),MMR012017
 Did not seek work,34,14,48,Kyeintali(ST),MMR012017
 Full time student,1112,1192,2304,Kyeintali(ST),MMR012017
 Household work,62,4495,4557,Kyeintali(ST),MMR012017
" Pensioner, retired, elderly person",702,1219,1921,Kyeintali(ST),MMR012017
" Ill, disabled",92,96,188,Kyeintali(ST),MMR012017
 Other,384,179,563,Kyeintali(ST),MMR012017
 Total,9820,10493,20313,Kyeintali(ST),MMR012017
 Employee (Government),8887,7170,16057,Insein,MMR013001
" Employee (Private, Org)",47766,29048,76814,Insein,MMR013001
 Employer,2365,1087,3452,Insein,MMR013001
 Own account worker,20903,16308,37211,Insein,MMR013001
 Contributing family worker,2598,2597,5195,Insein,MMR013001
 Sought work,3977,2275,6252,Insein,MMR013001
 Did not seek work,704,352,1056,Insein,MMR013001
 Full time student,18994,19322,38316,Insein,MMR013001
 Household work,1330,46474,47804,Insein,MMR013001
" Pensioner, retired, elderly person",8680,9804,18484,Insein,MMR013001
" Ill, disabled",1053,880,1933,Insein,MMR013001
 Other,8504,4109,12613,Insein,MMR013001
 Total,125761,139426,265187,Insein,MMR013001
 Employee (Government),16087,5860,21947,Mingaladon,MMR013002
" Employee (Private, Org)",50992,37399,88391,Mingaladon,MMR013002
 Employer,2029,1100,3129,Mingaladon,MMR013002
 Own account worker,19237,14845,34082,Mingaladon,MMR013002
 Contributing family worker,2438,2880,5318,Mingaladon,MMR013002
 Sought work,3577,1965,5542,Mingaladon,MMR013002
 Did not seek work,891,575,1466,Mingaladon,MMR013002
 Full time student,19524,19402,38926,Mingaladon,MMR013002
 Household work,1561,52670,54231,Mingaladon,MMR013002
" Pensioner, retired, elderly person",8282,7441,15723,Mingaladon,MMR013002
" Ill, disabled",934,724,1658,Mingaladon,MMR013002
 Other,8510,5172,13682,Mingaladon,MMR013002
 Total,134062,150033,284095,Mingaladon,MMR013002
 Employee (Government),8500,3389,11889,Hmawby,MMR013003
" Employee (Private, Org)",32795,17519,50314,Hmawby,MMR013003
 Employer,2015,740,2755,Hmawby,MMR013003
 Own account worker,20592,11976,32568,Hmawby,MMR013003
 Contributing family worker,3484,5061,8545,Hmawby,MMR013003
 Sought work,2630,1439,4069,Hmawby,MMR013003
 Did not seek work,573,258,831,Hmawby,MMR013003
 Full time student,14788,14525,29313,Hmawby,MMR013003
 Household work,1141,38448,39589,Hmawby,MMR013003
" Pensioner, retired, elderly person",5432,5927,11359,Hmawby,MMR013003
" Ill, disabled",782,649,1431,Hmawby,MMR013003
 Other,6997,3019,10016,Hmawby,MMR013003
 Total,99729,102950,202679,Hmawby,MMR013003
 Employee (Government),9416,3132,12548,Hlegu,MMR013004
" Employee (Private, Org)",34985,19986,54971,Hlegu,MMR013004
 Employer,3009,904,3913,Hlegu,MMR013004
 Own account worker,20417,9759,30176,Hlegu,MMR013004
 Contributing family worker,3366,3357,6723,Hlegu,MMR013004
 Sought work,2604,1432,4036,Hlegu,MMR013004
 Did not seek work,512,314,826,Hlegu,MMR013004
 Full time student,15812,16081,31893,Hlegu,MMR013004
 Household work,1277,45135,46412,Hlegu,MMR013004
" Pensioner, retired, elderly person",5076,6011,11087,Hlegu,MMR013004
" Ill, disabled",938,763,1701,Hlegu,MMR013004
 Other,11436,5266,16702,Hlegu,MMR013004
 Total,108848,112140,220988,Hlegu,MMR013004
 Employee (Government),4516,2732,7248,Taikkyi,MMR013005
" Employee (Private, Org)",35368,16736,52104,Taikkyi,MMR013005
 Employer,5469,1712,7181,Taikkyi,MMR013005
 Own account worker,23706,10636,34342,Taikkyi,MMR013005
 Contributing family worker,6191,7267,13458,Taikkyi,MMR013005
 Sought work,2788,1772,4560,Taikkyi,MMR013005
 Did not seek work,509,316,825,Taikkyi,MMR013005
 Full time student,14456,14113,28569,Taikkyi,MMR013005
 Household work,1159,48888,50047,Taikkyi,MMR013005
" Pensioner, retired, elderly person",4350,7103,11453,Taikkyi,MMR013005
" Ill, disabled",780,805,1585,Taikkyi,MMR013005
 Other,9590,5515,15105,Taikkyi,MMR013005
 Total,108882,117595,226477,Taikkyi,MMR013005
 Employee (Government),854,845,1699,Htantabin,MMR013006
" Employee (Private, Org)",20294,11996,32290,Htantabin,MMR013006
 Employer,2459,600,3059,Htantabin,MMR013006
 Own account worker,13358,5312,18670,Htantabin,MMR013006
 Contributing family worker,3313,4540,7853,Htantabin,MMR013006
 Sought work,976,662,1638,Htantabin,MMR013006
 Did not seek work,253,149,402,Htantabin,MMR013006
 Full time student,7965,7564,15529,Htantabin,MMR013006
 Household work,687,23561,24248,Htantabin,MMR013006
" Pensioner, retired, elderly person",2125,2940,5065,Htantabin,MMR013006
" Ill, disabled",470,434,904,Htantabin,MMR013006
 Other,4726,1676,6402,Htantabin,MMR013006
 Total,57480,60279,117759,Htantabin,MMR013006
 Employee (Government),5466,3208,8674,Shwepyitha,MMR013007
" Employee (Private, Org)",62996,38934,101930,Shwepyitha,MMR013007
 Employer,2330,1199,3529,Shwepyitha,MMR013007
 Own account worker,21760,16074,37834,Shwepyitha,MMR013007
 Contributing family worker,2027,3364,5391,Shwepyitha,MMR013007
 Sought work,3925,2240,6165,Shwepyitha,MMR013007
 Did not seek work,751,527,1278,Shwepyitha,MMR013007
 Full time student,19767,19184,38951,Shwepyitha,MMR013007
 Household work,1549,53307,54856,Shwepyitha,MMR013007
" Pensioner, retired, elderly person",8445,9291,17736,Shwepyitha,MMR013007
" Ill, disabled",1214,932,2146,Shwepyitha,MMR013007
 Other,6523,3922,10445,Shwepyitha,MMR013007
 Total,136753,152182,288935,Shwepyitha,MMR013007
 Employee (Government),4837,3889,8726,Hlinethaya,MMR013008
" Employee (Private, Org)",149382,108036,257418,Hlinethaya,MMR013008
 Employer,5253,2753,8006,Hlinethaya,MMR013008
 Own account worker,35909,27171,63080,Hlinethaya,MMR013008
 Contributing family worker,3775,4145,7920,Hlinethaya,MMR013008
 Sought work,6015,3036,9051,Hlinethaya,MMR013008
 Did not seek work,1653,994,2647,Hlinethaya,MMR013008
 Full time student,32146,31444,63590,Hlinethaya,MMR013008
 Household work,3491,107555,111046,Hlinethaya,MMR013008
" Pensioner, retired, elderly person",11234,13189,24423,Hlinethaya,MMR013008
" Ill, disabled",2174,1437,3611,Hlinethaya,MMR013008
 Other,12145,7713,19858,Hlinethaya,MMR013008
 Total,268014,311362,579376,Hlinethaya,MMR013008
 Employee (Government),3006,4348,7354,Thingangyun,MMR013009
" Employee (Private, Org)",28399,15281,43680,Thingangyun,MMR013009
 Employer,2358,1075,3433,Thingangyun,MMR013009
 Own account worker,16461,9921,26382,Thingangyun,MMR013009
 Contributing family worker,1506,1474,2980,Thingangyun,MMR013009
 Sought work,2769,1430,4199,Thingangyun,MMR013009
 Did not seek work,512,224,736,Thingangyun,MMR013009
 Full time student,13677,13402,27079,Thingangyun,MMR013009
 Household work,1055,38228,39283,Thingangyun,MMR013009
" Pensioner, retired, elderly person",6979,7952,14931,Thingangyun,MMR013009
" Ill, disabled",636,545,1181,Thingangyun,MMR013009
 Other,8496,4623,13119,Thingangyun,MMR013009
 Total,85854,98503,184357,Thingangyun,MMR013009
 Employee (Government),2381,2625,5006,Yankin,MMR013010
" Employee (Private, Org)",9492,6496,15988,Yankin,MMR013010
 Employer,837,384,1221,Yankin,MMR013010
 Own account worker,4479,3103,7582,Yankin,MMR013010
 Contributing family worker,553,519,1072,Yankin,MMR013010
 Sought work,1047,656,1703,Yankin,MMR013010
 Did not seek work,214,120,334,Yankin,MMR013010
 Full time student,4414,4542,8956,Yankin,MMR013010
 Household work,331,11471,11802,Yankin,MMR013010
" Pensioner, retired, elderly person",2659,3381,6040,Yankin,MMR013010
" Ill, disabled",231,205,436,Yankin,MMR013010
 Other,2317,989,3306,Yankin,MMR013010
 Total,28955,34491,63446,Yankin,MMR013010
 Employee (Government),2567,3791,6358,South Okkalapa,MMR013011
" Employee (Private, Org)",22580,13433,36013,South Okkalapa,MMR013011
 Employer,1824,802,2626,South Okkalapa,MMR013011
 Own account worker,13492,8643,22135,South Okkalapa,MMR013011
 Contributing family worker,1229,1189,2418,South Okkalapa,MMR013011
 Sought work,2843,1437,4280,South Okkalapa,MMR013011
 Did not seek work,573,207,780,South Okkalapa,MMR013011
 Full time student,10363,10121,20484,South Okkalapa,MMR013011
 Household work,811,28395,29206,South Okkalapa,MMR013011
" Pensioner, retired, elderly person",6214,7279,13493,South Okkalapa,MMR013011
" Ill, disabled",590,496,1086,South Okkalapa,MMR013011
 Other,3867,1469,5336,South Okkalapa,MMR013011
 Total,66953,77262,144215,South Okkalapa,MMR013011
 Employee (Government),4930,5806,10736,North Okkalapa,MMR013012
" Employee (Private, Org)",48629,32818,81447,North Okkalapa,MMR013012
 Employer,3254,1453,4707,North Okkalapa,MMR013012
 Own account worker,28906,20490,49396,North Okkalapa,MMR013012
 Contributing family worker,2523,2750,5273,North Okkalapa,MMR013012
 Sought work,4825,2555,7380,North Okkalapa,MMR013012
 Did not seek work,821,376,1197,North Okkalapa,MMR013012
 Full time student,20375,20572,40947,North Okkalapa,MMR013012
 Household work,1784,53557,55341,North Okkalapa,MMR013012
" Pensioner, retired, elderly person",10194,10920,21114,North Okkalapa,MMR013012
" Ill, disabled",1362,1087,2449,North Okkalapa,MMR013012
 Other,7237,3837,11074,North Okkalapa,MMR013012
 Total,134840,156221,291061,North Okkalapa,MMR013012
 Employee (Government),4651,4479,9130,Thakayta,MMR013013
" Employee (Private, Org)",34324,16223,50547,Thakayta,MMR013013
 Employer,2012,793,2805,Thakayta,MMR013013
 Own account worker,17849,12665,30514,Thakayta,MMR013013
 Contributing family worker,1909,2021,3930,Thakayta,MMR013013
 Sought work,3966,1798,5764,Thakayta,MMR013013
 Did not seek work,767,325,1092,Thakayta,MMR013013
 Full time student,13805,13514,27319,Thakayta,MMR013013
 Household work,1116,38335,39451,Thakayta,MMR013013
" Pensioner, retired, elderly person",6882,7164,14046,Thakayta,MMR013013
" Ill, disabled",991,732,1723,Thakayta,MMR013013
 Other,5111,2198,7309,Thakayta,MMR013013
 Total,93383,100247,193630,Thakayta,MMR013013
 Employee (Government),1183,932,2115,Dawbon,MMR013014
" Employee (Private, Org)",12287,5165,17452,Dawbon,MMR013014
 Employer,556,196,752,Dawbon,MMR013014
 Own account worker,6142,4071,10213,Dawbon,MMR013014
 Contributing family worker,580,501,1081,Dawbon,MMR013014
 Sought work,1186,395,1581,Dawbon,MMR013014
 Did not seek work,193,53,246,Dawbon,MMR013014
 Full time student,4456,4508,8964,Dawbon,MMR013014
 Household work,643,14373,15016,Dawbon,MMR013014
" Pensioner, retired, elderly person",1984,1983,3967,Dawbon,MMR013014
" Ill, disabled",316,226,542,Dawbon,MMR013014
 Other,1644,677,2321,Dawbon,MMR013014
 Total,31170,33080,64250,Dawbon,MMR013014
 Employee (Government),2522,3929,6451,Tamway,MMR013015
" Employee (Private, Org)",19723,14874,34597,Tamway,MMR013015
 Employer,2493,1217,3710,Tamway,MMR013015
 Own account worker,13476,7217,20693,Tamway,MMR013015
 Contributing family worker,2685,1942,4627,Tamway,MMR013015
 Sought work,2694,1743,4437,Tamway,MMR013015
 Did not seek work,531,356,887,Tamway,MMR013015
 Full time student,10513,10223,20736,Tamway,MMR013015
 Household work,868,30607,31475,Tamway,MMR013015
" Pensioner, retired, elderly person",5971,7016,12987,Tamway,MMR013015
" Ill, disabled",482,458,940,Tamway,MMR013015
 Other,3785,2663,6448,Tamway,MMR013015
 Total,65743,82245,147988,Tamway,MMR013015
 Employee (Government),740,1036,1776,Pazuntaung,MMR013016
" Employee (Private, Org)",5512,3752,9264,Pazuntaung,MMR013016
 Employer,923,336,1259,Pazuntaung,MMR013016
 Own account worker,3810,1708,5518,Pazuntaung,MMR013016
 Contributing family worker,878,587,1465,Pazuntaung,MMR013016
 Sought work,693,446,1139,Pazuntaung,MMR013016
 Did not seek work,263,125,388,Pazuntaung,MMR013016
 Full time student,2969,3026,5995,Pazuntaung,MMR013016
 Household work,359,9282,9641,Pazuntaung,MMR013016
" Pensioner, retired, elderly person",1927,2420,4347,Pazuntaung,MMR013016
" Ill, disabled",90,116,206,Pazuntaung,MMR013016
 Other,1600,1102,2702,Pazuntaung,MMR013016
 Total,19764,23936,43700,Pazuntaung,MMR013016
 Employee (Government),2826,1258,4084,Botahtaung,MMR013017
" Employee (Private, Org)",4717,3329,8046,Botahtaung,MMR013017
 Employer,721,278,999,Botahtaung,MMR013017
 Own account worker,2263,1267,3530,Botahtaung,MMR013017
 Contributing family worker,498,439,937,Botahtaung,MMR013017
 Sought work,540,344,884,Botahtaung,MMR013017
 Did not seek work,91,41,132,Botahtaung,MMR013017
 Full time student,2679,2581,5260,Botahtaung,MMR013017
 Household work,307,7306,7613,Botahtaung,MMR013017
" Pensioner, retired, elderly person",1320,1693,3013,Botahtaung,MMR013017
" Ill, disabled",125,151,276,Botahtaung,MMR013017
 Other,1226,760,1986,Botahtaung,MMR013017
 Total,17313,19447,36760,Botahtaung,MMR013017
 Employee (Government),4453,3664,8117,Dagon Myothit(South),MMR013018
" Employee (Private, Org)",68949,31394,100343,Dagon Myothit(South),MMR013018
 Employer,2813,894,3707,Dagon Myothit(South),MMR013018
 Own account worker,24571,16289,40860,Dagon Myothit(South),MMR013018
 Contributing family worker,2838,3132,5970,Dagon Myothit(South),MMR013018
 Sought work,4846,2313,7159,Dagon Myothit(South),MMR013018
 Did not seek work,1137,529,1666,Dagon Myothit(South),MMR013018
 Full time student,21208,21339,42547,Dagon Myothit(South),MMR013018
 Household work,1850,66413,68263,Dagon Myothit(South),MMR013018
" Pensioner, retired, elderly person",9183,10134,19317,Dagon Myothit(South),MMR013018
" Ill, disabled",1507,1108,2615,Dagon Myothit(South),MMR013018
 Other,7682,4542,12224,Dagon Myothit(South),MMR013018
 Total,151037,161751,312788,Dagon Myothit(South),MMR013018
 Employee (Government),3417,4773,8190,Dagon Myothit(North),MMR013019
" Employee (Private, Org)",29591,15950,45541,Dagon Myothit(North),MMR013019
 Employer,1942,820,2762,Dagon Myothit(North),MMR013019
 Own account worker,14668,9027,23695,Dagon Myothit(North),MMR013019
 Contributing family worker,1563,2136,3699,Dagon Myothit(North),MMR013019
 Sought work,2923,1665,4588,Dagon Myothit(North),MMR013019
 Did not seek work,551,281,832,Dagon Myothit(North),MMR013019
 Full time student,13411,13289,26700,Dagon Myothit(North),MMR013019
 Household work,1145,35415,36560,Dagon Myothit(North),MMR013019
" Pensioner, retired, elderly person",9550,8507,18057,Dagon Myothit(North),MMR013019
" Ill, disabled",791,644,1435,Dagon Myothit(North),MMR013019
 Other,3961,2690,6651,Dagon Myothit(North),MMR013019
 Total,83513,95197,178710,Dagon Myothit(North),MMR013019
 Employee (Government),2373,2315,4688,Dagon Myothit(East),MMR013020
" Employee (Private, Org)",27244,14086,41330,Dagon Myothit(East),MMR013020
 Employer,1443,480,1923,Dagon Myothit(East),MMR013020
 Own account worker,11810,7821,19631,Dagon Myothit(East),MMR013020
 Contributing family worker,1791,1630,3421,Dagon Myothit(East),MMR013020
 Sought work,1956,1037,2993,Dagon Myothit(East),MMR013020
 Did not seek work,492,240,732,Dagon Myothit(East),MMR013020
 Full time student,9918,9775,19693,Dagon Myothit(East),MMR013020
 Household work,828,27449,28277,Dagon Myothit(East),MMR013020
" Pensioner, retired, elderly person",4402,4378,8780,Dagon Myothit(East),MMR013020
" Ill, disabled",694,497,1191,Dagon Myothit(East),MMR013020
 Other,5103,2412,7515,Dagon Myothit(East),MMR013020
 Total,68054,72120,140174,Dagon Myothit(East),MMR013020
 Employee (Government),1631,1391,3022,Dagon Myothit(Seik),MMR013021
" Employee (Private, Org)",34045,17120,51165,Dagon Myothit(Seik),MMR013021
 Employer,1080,364,1444,Dagon Myothit(Seik),MMR013021
 Own account worker,10835,7169,18004,Dagon Myothit(Seik),MMR013021
 Contributing family worker,1356,1583,2939,Dagon Myothit(Seik),MMR013021
 Sought work,1758,887,2645,Dagon Myothit(Seik),MMR013021
 Did not seek work,419,181,600,Dagon Myothit(Seik),MMR013021
 Full time student,8770,8248,17018,Dagon Myothit(Seik),MMR013021
 Household work,876,28616,29492,Dagon Myothit(Seik),MMR013021
" Pensioner, retired, elderly person",3222,3286,6508,Dagon Myothit(Seik),MMR013021
" Ill, disabled",625,432,1057,Dagon Myothit(Seik),MMR013021
 Other,3363,1664,5027,Dagon Myothit(Seik),MMR013021
 Total,67980,70941,138921,Dagon Myothit(Seik),MMR013021
 Employee (Government),4006,2579,6585,Mingala Taungnyunt,MMR013022
