Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Religious card,46,337,383,Ponnagyun,MMR012002
 Temporary Registration Card (white),27,215,242,Ponnagyun,MMR012002
 Foreign Registration Card (FRC),1,1,2,Ponnagyun,MMR012002
 Foreign Passport,-,30,30,Ponnagyun,MMR012002
 None,2842,39148,41990,Ponnagyun,MMR012002
 Child under 10 years,2080,24297,26377,Ponnagyun,MMR012002
 Total,12691,117062,129753,Ponnagyun,MMR012002
 Citizenship Scrutiny Card (pink),7417,47952,55369,Pauktaw,MMR012007
 Associate Scrutiny Card (blue),2,53,55,Pauktaw,MMR012007
 Naturalised Scrutiny Card (green),5,86,91,Pauktaw,MMR012007
 National Registration Card (3-fold),8,266,274,Pauktaw,MMR012007
 Religious card,56,350,406,Pauktaw,MMR012007
 Temporary Registration Card (white),5,123,128,Pauktaw,MMR012007
 Foreign Passport,2,43,45,Pauktaw,MMR012007
 None,2977,56202,59179,Pauktaw,MMR012007
 Child under 10 years,2242,28168,30410,Pauktaw,MMR012007
 Total,12714,133243,145957,Pauktaw,MMR012007
 Citizenship Scrutiny Card (pink),4526,46310,50836,Yethedaung,MMR012008
 Associate Scrutiny Card (blue),1,35,36,Yethedaung,MMR012008
 Naturalised Scrutiny Card (green),13,75,88,Yethedaung,MMR012008
 National Registration Card (3-fold),18,319,337,Yethedaung,MMR012008
 Religious card,49,314,363,Yethedaung,MMR012008
 Temporary Registration Card (white),17,259,276,Yethedaung,MMR012008
 Foreign Registration Card (FRC),-,2,2,Yethedaung,MMR012008
 Foreign Passport,2,34,36,Yethedaung,MMR012008
 None,1526,35082,36608,Yethedaung,MMR012008
 Child under 10 years,1359,22033,23392,Yethedaung,MMR012008
 Total,7511,104463,111974,Yethedaung,MMR012008
 Citizenship Scrutiny Card (pink),21018,68522,89540,Myauk U,MMR012003
 Associate Scrutiny Card (blue),11,30,41,Myauk U,MMR012003
 Naturalised Scrutiny Card (green),16,30,46,Myauk U,MMR012003
 National Registration Card (3-fold),31,299,330,Myauk U,MMR012003
 Religious card,361,477,838,Myauk U,MMR012003
 Temporary Registration Card (white),52,264,316,Myauk U,MMR012003
 Foreign Registration Card (FRC),-,2,2,Myauk U,MMR012003
 Foreign Passport,30,39,69,Myauk U,MMR012003
 None,8328,52289,60617,Myauk U,MMR012003
 Child under 10 years,6292,31539,37831,Myauk U,MMR012003
 Total,36139,153491,189630,Myauk U,MMR012003
 Citizenship Scrutiny Card (pink),12379,68637,81016,Kyauktaw,MMR012004
 Associate Scrutiny Card (blue),3,29,32,Kyauktaw,MMR012004
 Naturalised Scrutiny Card (green),59,247,306,Kyauktaw,MMR012004
 National Registration Card (3-fold),13,252,265,Kyauktaw,MMR012004
 Religious card,128,482,610,Kyauktaw,MMR012004
 Temporary Registration Card (white),18,142,160,Kyauktaw,MMR012004
 Foreign Registration Card (FRC),-,1,1,Kyauktaw,MMR012004
 Foreign Passport,7,60,67,Kyauktaw,MMR012004
 None,3727,52156,55883,Kyauktaw,MMR012004
 Child under 10 years,3158,31602,34760,Kyauktaw,MMR012004
 Total,19492,153608,173100,Kyauktaw,MMR012004
 Citizenship Scrutiny Card (pink),12641,60056,72697,Minbya,MMR012005
 Associate Scrutiny Card (blue),4,31,35,Minbya,MMR012005
 Naturalised Scrutiny Card (green),40,30,70,Minbya,MMR012005
 National Registration Card (3-fold),13,135,148,Minbya,MMR012005
 Religious card,312,374,686,Minbya,MMR012005
 Temporary Registration Card (white),77,268,345,Minbya,MMR012005
 Foreign Registration Card (FRC),-,1,1,Minbya,MMR012005
 Foreign Passport,2,33,35,Minbya,MMR012005
 None,5946,53633,59579,Minbya,MMR012005
 Child under 10 years,3909,31703,35612,Minbya,MMR012005
 Total,22944,146264,169208,Minbya,MMR012005
 Citizenship Scrutiny Card (pink),5367,49502,54869,Myebon,MMR012006
 Associate Scrutiny Card (blue),1,33,34,Myebon,MMR012006
 Naturalised Scrutiny Card (green),22,106,128,Myebon,MMR012006
 National Registration Card (3-fold),90,275,365,Myebon,MMR012006
 Religious card,54,235,289,Myebon,MMR012006
 Temporary Registration Card (white),667,298,965,Myebon,MMR012006
 Foreign Registration Card (FRC),-,1,1,Myebon,MMR012006
 Foreign Passport,2,31,33,Myebon,MMR012006
 None,2944,46614,49558,Myebon,MMR012006
 Child under 10 years,2419,28532,30951,Myebon,MMR012006
 Total,11566,125627,137193,Myebon,MMR012006
 Citizenship Scrutiny Card (pink),7082,11842,18924,Maungtaw,MMR012009
 Associate Scrutiny Card (blue),14,7,21,Maungtaw,MMR012009
 Naturalised Scrutiny Card (green),567,1078,1645,Maungtaw,MMR012009
 National Registration Card (3-fold),23,178,201,Maungtaw,MMR012009
 Religious card,72,66,138,Maungtaw,MMR012009
 Temporary Registration Card (white),178,1018,1196,Maungtaw,MMR012009
 Foreign Registration Card (FRC),1,9,10,Maungtaw,MMR012009
 Foreign Passport,7,16,23,Maungtaw,MMR012009
 None,1864,6080,7944,Maungtaw,MMR012009
 Child under 10 years,1934,6163,8097,Maungtaw,MMR012009
 Total,11742,26457,38199,Maungtaw,MMR012009
 Citizenship Scrutiny Card (pink),5565,20526,26091,Buthidaung,MMR012010
 Associate Scrutiny Card (blue),3,13,16,Buthidaung,MMR012010
 Naturalised Scrutiny Card (green),420,35,455,Buthidaung,MMR012010
 National Registration Card (3-fold),18,67,85,Buthidaung,MMR012010
 Religious card,79,116,195,Buthidaung,MMR012010
 Temporary Registration Card (white),219,1022,1241,Buthidaung,MMR012010
 Foreign Registration Card (FRC),10,54,64,Buthidaung,MMR012010
 Foreign Passport,6,13,19,Buthidaung,MMR012010
 None,1604,13124,14728,Buthidaung,MMR012010
 Child under 10 years,1788,10863,12651,Buthidaung,MMR012010
 Total,9712,45833,55545,Buthidaung,MMR012010
 Citizenship Scrutiny Card (pink),265,743,1008,Taungpyoletwe(ST),MMR012009
 Naturalised Scrutiny Card (green),14,12,26,Taungpyoletwe(ST),MMR012009
 National Registration Card (3-fold),2,5,7,Taungpyoletwe(ST),MMR012009
 Religious card,-,1,1,Taungpyoletwe(ST),MMR012009
 Temporary Registration Card (white),137,115,252,Taungpyoletwe(ST),MMR012009
 Foreign Registration Card (FRC),27,-,27,Taungpyoletwe(ST),MMR012009
 None,94,488,582,Taungpyoletwe(ST),MMR012009
 Child under 10 years,188,495,683,Taungpyoletwe(ST),MMR012009
 Total,727,1859,2586,Taungpyoletwe(ST),MMR012009
 Citizenship Scrutiny Card (pink),14109,66091,80200,Kyaukpyu,MMR012011
 Associate Scrutiny Card (blue),7,43,50,Kyaukpyu,MMR012011
 Naturalised Scrutiny Card (green),26,86,112,Kyaukpyu,MMR012011
 National Registration Card (3-fold),40,618,658,Kyaukpyu,MMR012011
 Religious card,102,430,532,Kyaukpyu,MMR012011
 Temporary Registration Card (white),97,292,389,Kyaukpyu,MMR012011
 Foreign Registration Card (FRC),7,-,7,Kyaukpyu,MMR012011
 Foreign Passport,10,669,679,Kyaukpyu,MMR012011
 None,3709,47342,51051,Kyaukpyu,MMR012011
 Child under 10 years,2759,28915,31674,Kyaukpyu,MMR012011
 Total,20866,144486,165352,Kyaukpyu,MMR012011
 Citizenship Scrutiny Card (pink),4007,36123,40130,Mannaung,MMR017011
 Associate Scrutiny Card (blue),1,14,15,Mannaung,MMR017011
 Naturalised Scrutiny Card (green),1,40,41,Mannaung,MMR017011
 National Registration Card (3-fold),6,158,164,Mannaung,MMR017011
 Religious card,21,196,217,Mannaung,MMR017011
 Temporary Registration Card (white),-,172,172,Mannaung,MMR017011
 Foreign Passport,2,2,4,Mannaung,MMR017011
 None,477,7631,8108,Mannaung,MMR017011
 Child under 10 years,731,7384,8115,Mannaung,MMR017011
 Total,5246,51720,56966,Mannaung,MMR017011
 Citizenship Scrutiny Card (pink),6238,46336,52574,Yanbye,MMR012013
 Associate Scrutiny Card (blue),1,15,16,Yanbye,MMR012013
 Naturalised Scrutiny Card (green),2,45,47,Yanbye,MMR012013
 National Registration Card (3-fold),15,1239,1254,Yanbye,MMR012013
 Religious card,38,362,400,Yanbye,MMR012013
 Temporary Registration Card (white),4,355,359,Yanbye,MMR012013
 Foreign Passport,-,21,21,Yanbye,MMR012013
 None,2012,23431,25443,Yanbye,MMR012013
 Child under 10 years,1564,16213,17777,Yanbye,MMR012013
 Total,9874,88017,97891,Yanbye,MMR012013
 Citizenship Scrutiny Card (pink),5736,48901,54637,An,MMR012014
 Associate Scrutiny Card (blue),7,36,43,An,MMR012014
 Naturalised Scrutiny Card (green),2,50,52,An,MMR012014
 National Registration Card (3-fold),1,190,191,An,MMR012014
 Religious card,50,205,255,An,MMR012014
 Temporary Registration Card (white),13,216,229,An,MMR012014
 Foreign Registration Card (FRC),-,2,2,An,MMR012014
 Foreign Passport,3,151,154,An,MMR012014
 None,1079,36510,37589,An,MMR012014
 Child under 10 years,1623,24939,26562,An,MMR012014
 Total,8514,111200,119714,An,MMR012014
 Citizenship Scrutiny Card (pink),9305,67673,76978,Thandwe,MMR012015
 Associate Scrutiny Card (blue),5,27,32,Thandwe,MMR012015
 Naturalised Scrutiny Card (green),38,175,213,Thandwe,MMR012015
 National Registration Card (3-fold),466,2911,3377,Thandwe,MMR012015
 Religious card,50,418,468,Thandwe,MMR012015
 Temporary Registration Card (white),421,1306,1727,Thandwe,MMR012015
 Foreign Registration Card (FRC),-,6,6,Thandwe,MMR012015
 Foreign Passport,1,470,471,Thandwe,MMR012015
 None,2324,27927,30251,Thandwe,MMR012015
 Child under 10 years,1717,18244,19961,Thandwe,MMR012015
 Total,14327,119157,133484,Thandwe,MMR012015
 Citizenship Scrutiny Card (pink),19472,44718,64190,Toungup,MMR012016
 Associate Scrutiny Card (blue),4,33,37,Toungup,MMR012016
 Naturalised Scrutiny Card (green),22,44,66,Toungup,MMR012016
 National Registration Card (3-fold),57,272,329,Toungup,MMR012016
 Religious card,115,208,323,Toungup,MMR012016
 Temporary Registration Card (white),39,395,434,Toungup,MMR012016
 Foreign Registration Card (FRC),18,1,19,Toungup,MMR012016
 Foreign Passport,6,15,21,Toungup,MMR012016
 None,4626,23858,28484,Toungup,MMR012016
 Child under 10 years,4293,16241,20534,Toungup,MMR012016
 Total,28652,85785,114437,Toungup,MMR012016
 Citizenship Scrutiny Card (pink),6158,19783,25941,Gwa,MMR012017
 Associate Scrutiny Card (blue),2,4,6,Gwa,MMR012017
 Naturalised Scrutiny Card (green),6,64,70,Gwa,MMR012017
 National Registration Card (3-fold),31,267,298,Gwa,MMR012017
 Religious card,27,106,133,Gwa,MMR012017
 Temporary Registration Card (white),17,367,384,Gwa,MMR012017
 Foreign Registration Card (FRC),-,3,3,Gwa,MMR012017
 Foreign Passport,2,25,27,Gwa,MMR012017
 None,1798,7176,8974,Gwa,MMR012017
 Child under 10 years,1469,5129,6598,Gwa,MMR012017
 Total,9510,32924,42434,Gwa,MMR012017
 Citizenship Scrutiny Card (pink),2411,15677,18088,Maei(ST),MMR012016
 Associate Scrutiny Card (blue),6,15,21,Maei(ST),MMR012016
 Naturalised Scrutiny Card (green),3,33,36,Maei(ST),MMR012016
 National Registration Card (3-fold),15,121,136,Maei(ST),MMR012016
 Religious card,13,97,110,Maei(ST),MMR012016
 Temporary Registration Card (white),13,62,75,Maei(ST),MMR012016
 Foreign Registration Card (FRC),-,3,3,Maei(ST),MMR012016
 Foreign Passport,1,38,39,Maei(ST),MMR012016
 None,1898,14460,16358,Maei(ST),MMR012016
 Child under 10 years,1075,7963,9038,Maei(ST),MMR012016
 Total,5435,38469,43904,Maei(ST),MMR012016
 Citizenship Scrutiny Card (pink),3861,11133,14994,Kyeintali(ST),MMR012017
 Associate Scrutiny Card (blue),3,2,5,Kyeintali(ST),MMR012017
 Naturalised Scrutiny Card (green),3,20,23,Kyeintali(ST),MMR012017
 National Registration Card (3-fold),28,211,239,Kyeintali(ST),MMR012017
 Religious card,20,55,75,Kyeintali(ST),MMR012017
 Temporary Registration Card (white),14,71,85,Kyeintali(ST),MMR012017
 Foreign Registration Card (FRC),1,1,2,Kyeintali(ST),MMR012017
 Foreign Passport,-,1,1,Kyeintali(ST),MMR012017
 None,1124,3765,4889,Kyeintali(ST),MMR012017
 Child under 10 years,824,2444,3268,Kyeintali(ST),MMR012017
 Total,5878,17703,23581,Kyeintali(ST),MMR012017
 Citizenship Scrutiny Card (pink),202895,-,202895,Insein,MMR013001
 Associate Scrutiny Card (blue),230,-,230,Insein,MMR013001
 Naturalised Scrutiny Card (green),1457,-,1457,Insein,MMR013001
 National Registration Card (3-fold),7982,-,7982,Insein,MMR013001
 Religious card,1926,-,1926,Insein,MMR013001
 Temporary Registration Card (white),2051,-,2051,Insein,MMR013001
 Foreign Registration Card (FRC),193,-,193,Insein,MMR013001
 Foreign Passport,337,-,337,Insein,MMR013001
 None,48116,-,48116,Insein,MMR013001
 Child under 10 years,40096,-,40096,Insein,MMR013001
 Total,305283,-,305283,Insein,MMR013001
 Citizenship Scrutiny Card (pink),129844,78574,208418,Mingaladon,MMR013002
 Associate Scrutiny Card (blue),143,62,205,Mingaladon,MMR013002
 Naturalised Scrutiny Card (green),894,413,1307,Mingaladon,MMR013002
 National Registration Card (3-fold),5878,3875,9753,Mingaladon,MMR013002
 Religious card,1199,2660,3859,Mingaladon,MMR013002
 Temporary Registration Card (white),1206,922,2128,Mingaladon,MMR013002
 Foreign Registration Card (FRC),53,71,124,Mingaladon,MMR013002
 Foreign Passport,293,120,413,Mingaladon,MMR013002
 None,30815,27073,57888,Mingaladon,MMR013002
 Child under 10 years,28071,19420,47491,Mingaladon,MMR013002
 Total,198396,133190,331586,Mingaladon,MMR013002
 Citizenship Scrutiny Card (pink),15247,113536,128783,Hmawby,MMR013003
 Associate Scrutiny Card (blue),59,95,154,Hmawby,MMR013003
 Naturalised Scrutiny Card (green),72,538,610,Hmawby,MMR013003
 National Registration Card (3-fold),1118,9488,10606,Hmawby,MMR013003
 Religious card,377,1599,1976,Hmawby,MMR013003
 Temporary Registration Card (white),127,1636,1763,Hmawby,MMR013003
 Foreign Registration Card (FRC),17,110,127,Hmawby,MMR013003
 Foreign Passport,14,198,212,Hmawby,MMR013003
 None,5158,53290,58448,Hmawby,MMR013003
 Child under 10 years,3771,38157,41928,Hmawby,MMR013003
 Total,25960,218647,244607,Hmawby,MMR013003
 Citizenship Scrutiny Card (pink),23562,110362,133924,Hlegu,MMR013004
 Associate Scrutiny Card (blue),21,93,114,Hlegu,MMR013004
 Naturalised Scrutiny Card (green),227,930,1157,Hlegu,MMR013004
 National Registration Card (3-fold),1703,11018,12721,Hlegu,MMR013004
 Religious card,403,1459,1862,Hlegu,MMR013004
 Temporary Registration Card (white),540,1857,2397,Hlegu,MMR013004
 Foreign Registration Card (FRC),2,15,17,Hlegu,MMR013004
 Foreign Passport,11,57,68,Hlegu,MMR013004
 None,7742,60986,68728,Hlegu,MMR013004
 Child under 10 years,5867,43886,49753,Hlegu,MMR013004
 Total,40078,230663,270741,Hlegu,MMR013004
 Citizenship Scrutiny Card (pink),45137,86464,131601,Taikkyi,MMR013005
 Associate Scrutiny Card (blue),306,30,336,Taikkyi,MMR013005
 Naturalised Scrutiny Card (green),428,581,1009,Taikkyi,MMR013005
 National Registration Card (3-fold),3248,8368,11616,Taikkyi,MMR013005
 Religious card,508,646,1154,Taikkyi,MMR013005
 Temporary Registration Card (white),614,682,1296,Taikkyi,MMR013005
 Foreign Registration Card (FRC),164,76,240,Taikkyi,MMR013005
 Foreign Passport,43,24,67,Taikkyi,MMR013005
 None,22371,56787,79158,Taikkyi,MMR013005
 Child under 10 years,15181,35610,50791,Taikkyi,MMR013005
 Total,88000,189268,277268,Taikkyi,MMR013005
 Citizenship Scrutiny Card (pink),5503,66837,72340,Htantabin,MMR013006
 Associate Scrutiny Card (blue),12,36,48,Htantabin,MMR013006
 Naturalised Scrutiny Card (green),88,220,308,Htantabin,MMR013006
 National Registration Card (3-fold),137,4667,4804,Htantabin,MMR013006
 Religious card,66,392,458,Htantabin,MMR013006
 Temporary Registration Card (white),31,212,243,Htantabin,MMR013006
 Foreign Registration Card (FRC),8,1,9,Htantabin,MMR013006
 Foreign Passport,2,21,23,Htantabin,MMR013006
 None,1543,37983,39526,Htantabin,MMR013006
 Child under 10 years,1629,26404,28033,Htantabin,MMR013006
 Total,9019,136773,145792,Htantabin,MMR013006
 Citizenship Scrutiny Card (pink),156584,35430,192014,Shwepyitha,MMR013007
 Associate Scrutiny Card (blue),168,21,189,Shwepyitha,MMR013007
 Naturalised Scrutiny Card (green),1453,230,1683,Shwepyitha,MMR013007
 National Registration Card (3-fold),13403,2173,15576,Shwepyitha,MMR013007
 Religious card,1194,264,1458,Shwepyitha,MMR013007
 Temporary Registration Card (white),3911,688,4599,Shwepyitha,MMR013007
 Foreign Registration Card (FRC),174,28,202,Shwepyitha,MMR013007
 Foreign Passport,73,10,83,Shwepyitha,MMR013007
 None,58647,14484,73131,Shwepyitha,MMR013007
 Child under 10 years,44188,10403,54591,Shwepyitha,MMR013007
 Total,279795,63731,343526,Shwepyitha,MMR013007
 Citizenship Scrutiny Card (pink),267499,105512,373011,Hlinethaya,MMR013008
 Associate Scrutiny Card (blue),341,138,479,Hlinethaya,MMR013008
 Naturalised Scrutiny Card (green),2229,794,3023,Hlinethaya,MMR013008
 National Registration Card (3-fold),28152,10967,39119,Hlinethaya,MMR013008
 Religious card,1180,763,1943,Hlinethaya,MMR013008
 Temporary Registration Card (white),7260,2359,9619,Hlinethaya,MMR013008
 Foreign Registration Card (FRC),115,34,149,Hlinethaya,MMR013008
 Foreign Passport,447,372,819,Hlinethaya,MMR013008
 None,100985,50229,151214,Hlinethaya,MMR013008
 Child under 10 years,73920,34571,108491,Hlinethaya,MMR013008
 Total,482128,205739,687867,Hlinethaya,MMR013008
 Citizenship Scrutiny Card (pink),133715,-,133715,Thingangyun,MMR013009
 Associate Scrutiny Card (blue),356,-,356,Thingangyun,MMR013009
 Naturalised Scrutiny Card (green),3508,-,3508,Thingangyun,MMR013009
 National Registration Card (3-fold),8267,-,8267,Thingangyun,MMR013009
 Religious card,2380,-,2380,Thingangyun,MMR013009
 Temporary Registration Card (white),4985,-,4985,Thingangyun,MMR013009
 Foreign Registration Card (FRC),241,-,241,Thingangyun,MMR013009
 Foreign Passport,360,-,360,Thingangyun,MMR013009
 None,30545,-,30545,Thingangyun,MMR013009
 Child under 10 years,25129,-,25129,Thingangyun,MMR013009
 Total,209486,-,209486,Thingangyun,MMR013009
 Citizenship Scrutiny Card (pink),51119,-,51119,Yankin,MMR013010
 Associate Scrutiny Card (blue),204,-,204,Yankin,MMR013010
 Naturalised Scrutiny Card (green),1194,-,1194,Yankin,MMR013010
 National Registration Card (3-fold),812,-,812,Yankin,MMR013010
 Religious card,1119,-,1119,Yankin,MMR013010
 Temporary Registration Card (white),567,-,567,Yankin,MMR013010
 Foreign Registration Card (FRC),151,-,151,Yankin,MMR013010
 Foreign Passport,884,-,884,Yankin,MMR013010
 None,7396,-,7396,Yankin,MMR013010
 Child under 10 years,7500,-,7500,Yankin,MMR013010
 Total,70946,-,70946,Yankin,MMR013010
 Citizenship Scrutiny Card (pink),117118,-,117118,South Okkalapa,MMR013011
 Associate Scrutiny Card (blue),225,-,225,South Okkalapa,MMR013011
 Naturalised Scrutiny Card (green),796,-,796,South Okkalapa,MMR013011
 National Registration Card (3-fold),2538,-,2538,South Okkalapa,MMR013011
 Religious card,1791,-,1791,South Okkalapa,MMR013011
 Temporary Registration Card (white),1227,-,1227,South Okkalapa,MMR013011
 Foreign Registration Card (FRC),96,-,96,South Okkalapa,MMR013011
 Foreign Passport,120,-,120,South Okkalapa,MMR013011
 None,20304,-,20304,South Okkalapa,MMR013011
 Child under 10 years,16911,-,16911,South Okkalapa,MMR013011
 Total,161126,-,161126,South Okkalapa,MMR013011
 Citizenship Scrutiny Card (pink),217540,-,217540,North Okkalapa,MMR013012
 Associate Scrutiny Card (blue),339,-,339,North Okkalapa,MMR013012
 Naturalised Scrutiny Card (green),1593,-,1593,North Okkalapa,MMR013012
 National Registration Card (3-fold),7448,-,7448,North Okkalapa,MMR013012
 Religious card,2407,-,2407,North Okkalapa,MMR013012
 Temporary Registration Card (white),5165,-,5165,North Okkalapa,MMR013012
 Foreign Registration Card (FRC),160,-,160,North Okkalapa,MMR013012
 Foreign Passport,202,-,202,North Okkalapa,MMR013012
 None,56207,-,56207,North Okkalapa,MMR013012
 Child under 10 years,42232,-,42232,North Okkalapa,MMR013012
 Total,333293,-,333293,North Okkalapa,MMR013012
 Citizenship Scrutiny Card (pink),145927,-,145927,Thakayta,MMR013013
 Associate Scrutiny Card (blue),195,-,195,Thakayta,MMR013013
 Naturalised Scrutiny Card (green),1845,-,1845,Thakayta,MMR013013
 National Registration Card (3-fold),7725,-,7725,Thakayta,MMR013013
 Religious card,1677,-,1677,Thakayta,MMR013013
 Temporary Registration Card (white),3379,-,3379,Thakayta,MMR013013
 Foreign Registration Card (FRC),87,-,87,Thakayta,MMR013013
 Foreign Passport,140,-,140,Thakayta,MMR013013
 None,32655,-,32655,Thakayta,MMR013013
 Child under 10 years,26926,-,26926,Thakayta,MMR013013
 Total,220556,-,220556,Thakayta,MMR013013
 Citizenship Scrutiny Card (pink),44478,-,44478,Dawbon,MMR013014
 Associate Scrutiny Card (blue),66,-,66,Dawbon,MMR013014
 Naturalised Scrutiny Card (green),1930,-,1930,Dawbon,MMR013014
 National Registration Card (3-fold),2997,-,2997,Dawbon,MMR013014
 Religious card,387,-,387,Dawbon,MMR013014
 Temporary Registration Card (white),1100,-,1100,Dawbon,MMR013014
 Foreign Registration Card (FRC),46,-,46,Dawbon,MMR013014
 Foreign Passport,15,-,15,Dawbon,MMR013014
 None,13231,-,13231,Dawbon,MMR013014
 Child under 10 years,11075,-,11075,Dawbon,MMR013014
 Total,75325,-,75325,Dawbon,MMR013014
 Citizenship Scrutiny Card (pink),121957,-,121957,Tamway,MMR013015
 Associate Scrutiny Card (blue),579,-,579,Tamway,MMR013015
 Naturalised Scrutiny Card (green),1206,-,1206,Tamway,MMR013015
 National Registration Card (3-fold),4781,-,4781,Tamway,MMR013015
 Religious card,1383,-,1383,Tamway,MMR013015
 Temporary Registration Card (white),557,-,557,Tamway,MMR013015
 Foreign Registration Card (FRC),181,-,181,Tamway,MMR013015
 Foreign Passport,774,-,774,Tamway,MMR013015
 None,16570,-,16570,Tamway,MMR013015
 Child under 10 years,17325,-,17325,Tamway,MMR013015
 Total,165313,-,165313,Tamway,MMR013015
 Citizenship Scrutiny Card (pink),35978,-,35978,Pazuntaung,MMR013016
 Associate Scrutiny Card (blue),460,-,460,Pazuntaung,MMR013016
 Naturalised Scrutiny Card (green),751,-,751,Pazuntaung,MMR013016
 National Registration Card (3-fold),1017,-,1017,Pazuntaung,MMR013016
 Religious card,445,-,445,Pazuntaung,MMR013016
 Temporary Registration Card (white),201,-,201,Pazuntaung,MMR013016
 Foreign Registration Card (FRC),172,-,172,Pazuntaung,MMR013016
 Foreign Passport,309,-,309,Pazuntaung,MMR013016
 None,4367,-,4367,Pazuntaung,MMR013016
 Child under 10 years,4755,-,4755,Pazuntaung,MMR013016
 Total,48455,-,48455,Pazuntaung,MMR013016
 Citizenship Scrutiny Card (pink),30218,-,30218,Botahtaung,MMR013017
 Associate Scrutiny Card (blue),261,-,261,Botahtaung,MMR013017
 Naturalised Scrutiny Card (green),513,-,513,Botahtaung,MMR013017
 National Registration Card (3-fold),1043,-,1043,Botahtaung,MMR013017
 Religious card,248,-,248,Botahtaung,MMR013017
 Temporary Registration Card (white),227,-,227,Botahtaung,MMR013017
 Foreign Registration Card (FRC),157,-,157,Botahtaung,MMR013017
 Foreign Passport,322,-,322,Botahtaung,MMR013017
 None,3771,-,3771,Botahtaung,MMR013017
 Child under 10 years,4235,-,4235,Botahtaung,MMR013017
 Total,40995,-,40995,Botahtaung,MMR013017
 Citizenship Scrutiny Card (pink),207939,-,207939,Dagon Myothit(South),MMR013018
 Associate Scrutiny Card (blue),291,-,291,Dagon Myothit(South),MMR013018
 Naturalised Scrutiny Card (green),3454,-,3454,Dagon Myothit(South),MMR013018
 National Registration Card (3-fold),15583,-,15583,Dagon Myothit(South),MMR013018
 Religious card,1559,-,1559,Dagon Myothit(South),MMR013018
 Temporary Registration Card (white),7810,-,7810,Dagon Myothit(South),MMR013018
 Foreign Registration Card (FRC),108,-,108,Dagon Myothit(South),MMR013018
 Foreign Passport,109,-,109,Dagon Myothit(South),MMR013018
 None,75935,-,75935,Dagon Myothit(South),MMR013018
 Child under 10 years,58858,-,58858,Dagon Myothit(South),MMR013018
 Total,371646,-,371646,Dagon Myothit(South),MMR013018
 Citizenship Scrutiny Card (pink),142123,-,142123,Dagon Myothit(North),MMR013019
 Associate Scrutiny Card (blue),114,-,114,Dagon Myothit(North),MMR013019
 Naturalised Scrutiny Card (green),573,-,573,Dagon Myothit(North),MMR013019
 National Registration Card (3-fold),4102,-,4102,Dagon Myothit(North),MMR013019
 Religious card,872,-,872,Dagon Myothit(North),MMR013019
 Temporary Registration Card (white),1901,-,1901,Dagon Myothit(North),MMR013019
 Foreign Registration Card (FRC),43,-,43,Dagon Myothit(North),MMR013019
 Foreign Passport,138,-,138,Dagon Myothit(North),MMR013019
 None,28844,-,28844,Dagon Myothit(North),MMR013019
 Child under 10 years,25238,-,25238,Dagon Myothit(North),MMR013019
 Total,203948,-,203948,Dagon Myothit(North),MMR013019
 Citizenship Scrutiny Card (pink),87877,4134,92011,Dagon Myothit(East),MMR013020
 Associate Scrutiny Card (blue),90,2,92,Dagon Myothit(East),MMR013020
 Naturalised Scrutiny Card (green),500,95,595,Dagon Myothit(East),MMR013020
 National Registration Card (3-fold),4148,360,4508,Dagon Myothit(East),MMR013020
 Religious card,1256,199,1455,Dagon Myothit(East),MMR013020
 Temporary Registration Card (white),1996,98,2094,Dagon Myothit(East),MMR013020
 Foreign Registration Card (FRC),143,-,143,Dagon Myothit(East),MMR013020
 Foreign Passport,50,-,50,Dagon Myothit(East),MMR013020
 None,36492,2734,39226,Dagon Myothit(East),MMR013020
 Child under 10 years,23692,1762,25454,Dagon Myothit(East),MMR013020
 Total,156244,9384,165628,Dagon Myothit(East),MMR013020
 Citizenship Scrutiny Card (pink),81717,7357,89074,Dagon Myothit(Seik),MMR013021
 Associate Scrutiny Card (blue),114,2,116,Dagon Myothit(Seik),MMR013021
 Naturalised Scrutiny Card (green),944,24,968,Dagon Myothit(Seik),MMR013021
 National Registration Card (3-fold),6360,1032,7392,Dagon Myothit(Seik),MMR013021
 Religious card,494,51,545,Dagon Myothit(Seik),MMR013021
 Temporary Registration Card (white),2026,175,2201,Dagon Myothit(Seik),MMR013021
 Foreign Registration Card (FRC),16,-,16,Dagon Myothit(Seik),MMR013021
 Foreign Passport,93,6,99,Dagon Myothit(Seik),MMR013021
 None,33317,5193,38510,Dagon Myothit(Seik),MMR013021
 Child under 10 years,24995,3532,28527,Dagon Myothit(Seik),MMR013021
 Total,150076,17372,167448,Dagon Myothit(Seik),MMR013021
 Citizenship Scrutiny Card (pink),89113,-,89113,Mingala Taungnyunt,MMR013022
 Associate Scrutiny Card (blue),529,-,529,Mingala Taungnyunt,MMR013022
 Naturalised Scrutiny Card (green),2174,-,2174,Mingala Taungnyunt,MMR013022
 National Registration Card (3-fold),5237,-,5237,Mingala Taungnyunt,MMR013022
 Religious card,841,-,841,Mingala Taungnyunt,MMR013022
 Temporary Registration Card (white),1261,-,1261,Mingala Taungnyunt,MMR013022
 Foreign Registration Card (FRC),277,-,277,Mingala Taungnyunt,MMR013022
 Foreign Passport,410,-,410,Mingala Taungnyunt,MMR013022
 None,15989,-,15989,Mingala Taungnyunt,MMR013022
