Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Total,56669,67564,124233,Ngazun,MMR010021
 Citizenship Scrutiny Card (pink),64599,80213,144812,Nyaung U,MMR010022
 Associate Scrutiny Card (blue),46,59,105,Nyaung U,MMR010022
 Naturalised Scrutiny Card (green),55,27,82,Nyaung U,MMR010022
 National Registration Card (3-fold),110,166,276,Nyaung U,MMR010022
 Religious card,871,91,962,Nyaung U,MMR010022
 Temporary Registration Card (white),62,63,125,Nyaung U,MMR010022
 Foreign Registration Card (FRC),23,23,46,Nyaung U,MMR010022
 Foreign Passport,492,463,955,Nyaung U,MMR010022
 None,9355,10232,19587,Nyaung U,MMR010022
 Child under 10 years,15895,15340,31235,Nyaung U,MMR010022
 Total,91508,106677,198185,Nyaung U,MMR010022
 Citizenship Scrutiny Card (pink),75860,77016,152876,Yame`thin,MMR010023
 Associate Scrutiny Card (blue),69,64,133,Yame`thin,MMR010023
 Naturalised Scrutiny Card (green),442,322,764,Yame`thin,MMR010023
 National Registration Card (3-fold),1243,1746,2989,Yame`thin,MMR010023
 Religious card,957,67,1024,Yame`thin,MMR010023
 Temporary Registration Card (white),393,256,649,Yame`thin,MMR010023
 Foreign Registration Card (FRC),14,6,20,Yame`thin,MMR010023
 Foreign Passport,70,22,92,Yame`thin,MMR010023
 None,24613,31760,56373,Yame`thin,MMR010023
 Child under 10 years,21707,21464,43171,Yame`thin,MMR010023
 Total,125368,132723,258091,Yame`thin,MMR010023
 Citizenship Scrutiny Card (pink),66042,81137,147179,Pyawbwe,MMR010024
 Associate Scrutiny Card (blue),65,62,127,Pyawbwe,MMR010024
 Naturalised Scrutiny Card (green),367,230,597,Pyawbwe,MMR010024
 National Registration Card (3-fold),1048,1562,2610,Pyawbwe,MMR010024
 Religious card,958,64,1022,Pyawbwe,MMR010024
 Temporary Registration Card (white),252,312,564,Pyawbwe,MMR010024
 Foreign Registration Card (FRC),44,43,87,Pyawbwe,MMR010024
 Foreign Passport,23,30,53,Pyawbwe,MMR010024
 None,26963,34767,61730,Pyawbwe,MMR010024
 Child under 10 years,23473,22851,46324,Pyawbwe,MMR010024
 Total,119235,141058,260293,Pyawbwe,MMR010024
 Citizenship Scrutiny Card (pink),89502,113325,202827,Meiktila,MMR010028
 Associate Scrutiny Card (blue),57,64,121,Meiktila,MMR010028
 Naturalised Scrutiny Card (green),296,191,487,Meiktila,MMR010028
 National Registration Card (3-fold),668,1079,1747,Meiktila,MMR010028
 Religious card,1921,176,2097,Meiktila,MMR010028
 Temporary Registration Card (white),288,269,557,Meiktila,MMR010028
 Foreign Registration Card (FRC),9,22,31,Meiktila,MMR010028
 Foreign Passport,68,28,96,Meiktila,MMR010028
 None,23431,25722,49153,Meiktila,MMR010028
 Child under 10 years,26547,26000,52547,Meiktila,MMR010028
 Total,142787,166876,309663,Meiktila,MMR010028
 Citizenship Scrutiny Card (pink),55369,65078,120447,Thazi,MMR010030
 Associate Scrutiny Card (blue),44,44,88,Thazi,MMR010030
 Naturalised Scrutiny Card (green),147,115,262,Thazi,MMR010030
 National Registration Card (3-fold),701,1031,1732,Thazi,MMR010030
 Religious card,910,116,1026,Thazi,MMR010030
 Temporary Registration Card (white),218,281,499,Thazi,MMR010030
 Foreign Registration Card (FRC),16,10,26,Thazi,MMR010030
 Foreign Passport,71,8,79,Thazi,MMR010030
 None,18609,21498,40107,Thazi,MMR010030
 Child under 10 years,19378,19036,38414,Thazi,MMR010030
 Total,95463,107217,202680,Thazi,MMR010030
 Citizenship Scrutiny Card (pink),64973,77482,142455,Wundwin,MMR010031
 Associate Scrutiny Card (blue),23,37,60,Wundwin,MMR010031
 Naturalised Scrutiny Card (green),517,242,759,Wundwin,MMR010031
 National Registration Card (3-fold),1275,2153,3428,Wundwin,MMR010031
 Religious card,882,100,982,Wundwin,MMR010031
 Temporary Registration Card (white),152,181,333,Wundwin,MMR010031
 Foreign Registration Card (FRC),2,2,4,Wundwin,MMR010031
 Foreign Passport,13,17,30,Wundwin,MMR010031
 None,20240,25493,45733,Wundwin,MMR010031
 Child under 10 years,18137,17839,35976,Wundwin,MMR010031
 Total,106214,123546,229760,Wundwin,MMR010031
 Citizenship Scrutiny Card (pink),73686,86173,159859,Mawlamyine,MMR011001
 Associate Scrutiny Card (blue),61,119,180,Mawlamyine,MMR011001
 Naturalised Scrutiny Card (green),614,343,957,Mawlamyine,MMR011001
 National Registration Card (3-fold),9608,14346,23954,Mawlamyine,MMR011001
 Religious card,2562,570,3132,Mawlamyine,MMR011001
 Temporary Registration Card (white),330,352,682,Mawlamyine,MMR011001
 Foreign Registration Card (FRC),32,45,77,Mawlamyine,MMR011001
 Foreign Passport,300,189,489,Mawlamyine,MMR011001
 None,28147,25450,53597,Mawlamyine,MMR011001
 Child under 10 years,23686,22775,46461,Mawlamyine,MMR011001
 Total,139026,150362,289388,Mawlamyine,MMR011001
 Citizenship Scrutiny Card (pink),37816,44625,82441,Kyaikemaraw,MMR011002
 Associate Scrutiny Card (blue),30,37,67,Kyaikemaraw,MMR011002
 Naturalised Scrutiny Card (green),246,68,314,Kyaikemaraw,MMR011002
 National Registration Card (3-fold),5991,8790,14781,Kyaikemaraw,MMR011002
 Religious card,646,25,671,Kyaikemaraw,MMR011002
 Temporary Registration Card (white),153,146,299,Kyaikemaraw,MMR011002
 Foreign Registration Card (FRC),1,-,1,Kyaikemaraw,MMR011002
 Foreign Passport,41,18,59,Kyaikemaraw,MMR011002
 None,24845,27166,52011,Kyaikemaraw,MMR011002
 Child under 10 years,22977,22189,45166,Kyaikemaraw,MMR011002
 Total,92746,103064,195810,Kyaikemaraw,MMR011002
 Citizenship Scrutiny Card (pink),30589,41129,71718,Chaungzon,MMR011003
 Associate Scrutiny Card (blue),11,21,32,Chaungzon,MMR011003
 Naturalised Scrutiny Card (green),153,116,269,Chaungzon,MMR011003
 National Registration Card (3-fold),1465,2091,3556,Chaungzon,MMR011003
 Religious card,605,19,624,Chaungzon,MMR011003
 Temporary Registration Card (white),79,81,160,Chaungzon,MMR011003
 Foreign Registration Card (FRC),1,1,2,Chaungzon,MMR011003
 Foreign Passport,10,7,17,Chaungzon,MMR011003
 None,10897,11723,22620,Chaungzon,MMR011003
 Child under 10 years,11786,11342,23128,Chaungzon,MMR011003
 Total,55596,66530,122126,Chaungzon,MMR011003
 Citizenship Scrutiny Card (pink),44352,51910,96262,Thanbyuzayat,MMR011004
 Associate Scrutiny Card (blue),23,36,59,Thanbyuzayat,MMR011004
 Naturalised Scrutiny Card (green),191,131,322,Thanbyuzayat,MMR011004
 National Registration Card (3-fold),595,819,1414,Thanbyuzayat,MMR011004
 Religious card,1028,145,1173,Thanbyuzayat,MMR011004
 Temporary Registration Card (white),220,251,471,Thanbyuzayat,MMR011004
 Foreign Registration Card (FRC),4,1,5,Thanbyuzayat,MMR011004
 Foreign Passport,9,15,24,Thanbyuzayat,MMR011004
 None,18286,19292,37578,Thanbyuzayat,MMR011004
 Child under 10 years,16741,16487,33228,Thanbyuzayat,MMR011004
 Total,81449,89087,170536,Thanbyuzayat,MMR011004
 Citizenship Scrutiny Card (pink),53002,64898,117900,Mudon,MMR011005
 Associate Scrutiny Card (blue),29,47,76,Mudon,MMR011005
 Naturalised Scrutiny Card (green),185,106,291,Mudon,MMR011005
 National Registration Card (3-fold),610,1027,1637,Mudon,MMR011005
 Religious card,1601,285,1886,Mudon,MMR011005
 Temporary Registration Card (white),204,208,412,Mudon,MMR011005
 Foreign Registration Card (FRC),7,3,10,Mudon,MMR011005
 Foreign Passport,8,12,20,Mudon,MMR011005
 None,16790,17255,34045,Mudon,MMR011005
 Child under 10 years,17540,16920,34460,Mudon,MMR011005
 Total,89976,100761,190737,Mudon,MMR011005
 Citizenship Scrutiny Card (pink),40578,43968,84546,Ye,MMR011006
 Associate Scrutiny Card (blue),35,28,63,Ye,MMR011006
 Naturalised Scrutiny Card (green),222,66,288,Ye,MMR011006
 National Registration Card (3-fold),662,803,1465,Ye,MMR011006
 Religious card,811,55,866,Ye,MMR011006
 Temporary Registration Card (white),180,194,374,Ye,MMR011006
 Foreign Registration Card (FRC),5,3,8,Ye,MMR011006
 Foreign Passport,11,5,16,Ye,MMR011006
 None,18402,16946,35348,Ye,MMR011006
 Child under 10 years,15183,14328,29511,Ye,MMR011006
 Total,76089,76396,152485,Ye,MMR011006
 Citizenship Scrutiny Card (pink),20063,24897,44960,Lamine,MMR011006
 Associate Scrutiny Card (blue),9,10,19,Lamine,MMR011006
 Naturalised Scrutiny Card (green),70,19,89,Lamine,MMR011006
 National Registration Card (3-fold),318,428,746,Lamine,MMR011006
 Religious card,299,25,324,Lamine,MMR011006
 Temporary Registration Card (white),117,74,191,Lamine,MMR011006
 Foreign Registration Card (FRC),2,-,2,Lamine,MMR011006
 Foreign Passport,7,9,16,Lamine,MMR011006
 None,10651,11471,22122,Lamine,MMR011006
 Child under 10 years,10098,9909,20007,Lamine,MMR011006
 Total,41634,46842,88476,Lamine,MMR011006
 Citizenship Scrutiny Card (pink),6415,6970,13385,Khawzar,MMR011006
 Associate Scrutiny Card (blue),1,7,8,Khawzar,MMR011006
 Naturalised Scrutiny Card (green),32,10,42,Khawzar,MMR011006
 National Registration Card (3-fold),88,126,214,Khawzar,MMR011006
 Religious card,84,3,87,Khawzar,MMR011006
 Temporary Registration Card (white),33,41,74,Khawzar,MMR011006
 Foreign Passport,-,1,1,Khawzar,MMR011006
 None,2179,2193,4372,Khawzar,MMR011006
 Child under 10 years,2328,2152,4480,Khawzar,MMR011006
 Total,11160,11503,22663,Khawzar,MMR011006
 Citizenship Scrutiny Card (pink),54159,57919,112078,Thaton,MMR011007
 Associate Scrutiny Card (blue),37,46,83,Thaton,MMR011007
 Naturalised Scrutiny Card (green),521,280,801,Thaton,MMR011007
 National Registration Card (3-fold),1783,2646,4429,Thaton,MMR011007
 Religious card,1747,262,2009,Thaton,MMR011007
 Temporary Registration Card (white),432,190,622,Thaton,MMR011007
 Foreign Registration Card (FRC),5,6,11,Thaton,MMR011007
 Foreign Passport,59,38,97,Thaton,MMR011007
 None,32187,35613,67800,Thaton,MMR011007
 Child under 10 years,25464,24712,50176,Thaton,MMR011007
 Total,116394,121712,238106,Thaton,MMR011007
 Citizenship Scrutiny Card (pink),51030,58517,109547,Paung,MMR011008
 Associate Scrutiny Card (blue),45,32,77,Paung,MMR011008
 Naturalised Scrutiny Card (green),1292,1342,2634,Paung,MMR011008
 National Registration Card (3-fold),2135,3074,5209,Paung,MMR011008
 Religious card,1070,86,1156,Paung,MMR011008
 Temporary Registration Card (white),182,152,334,Paung,MMR011008
 Foreign Registration Card (FRC),8,4,12,Paung,MMR011008
 Foreign Passport,23,23,46,Paung,MMR011008
 None,26420,27540,53960,Paung,MMR011008
 Child under 10 years,23166,22318,45484,Paung,MMR011008
 Total,105371,113088,218459,Paung,MMR011008
 Citizenship Scrutiny Card (pink),48400,52433,100833,Kyaikto,MMR011009
 Associate Scrutiny Card (blue),62,64,126,Kyaikto,MMR011009
 Naturalised Scrutiny Card (green),217,132,349,Kyaikto,MMR011009
 National Registration Card (3-fold),705,1009,1714,Kyaikto,MMR011009
 Religious card,1455,139,1594,Kyaikto,MMR011009
 Temporary Registration Card (white),260,292,552,Kyaikto,MMR011009
 Foreign Registration Card (FRC),6,2,8,Kyaikto,MMR011009
 Foreign Passport,22,16,38,Kyaikto,MMR011009
 None,19536,21484,41020,Kyaikto,MMR011009
 Child under 10 years,19368,18930,38298,Kyaikto,MMR011009
 Total,90031,94501,184532,Kyaikto,MMR011009
 Citizenship Scrutiny Card (pink),44787,48055,92842,Bilin,MMR011010
 Associate Scrutiny Card (blue),43,40,83,Bilin,MMR011010
 Naturalised Scrutiny Card (green),198,120,318,Bilin,MMR011010
 National Registration Card (3-fold),660,924,1584,Bilin,MMR011010
 Religious card,1563,223,1786,Bilin,MMR011010
 Temporary Registration Card (white),168,125,293,Bilin,MMR011010
 Foreign Registration Card (FRC),5,4,9,Bilin,MMR011010
 Foreign Passport,18,18,36,Bilin,MMR011010
 None,20630,24518,45148,Bilin,MMR011010
 Child under 10 years,19848,19128,38976,Bilin,MMR011010
 Total,87920,93155,181075,Bilin,MMR011010
 Citizenship Scrutiny Card (pink),37599,42855,80454,Sittway,MMR012001
 Associate Scrutiny Card (blue),22,35,57,Sittway,MMR012001
 Naturalised Scrutiny Card (green),416,492,908,Sittway,MMR012001
 National Registration Card (3-fold),381,655,1036,Sittway,MMR012001
 Religious card,1009,112,1121,Sittway,MMR012001
 Temporary Registration Card (white),804,572,1376,Sittway,MMR012001
 Foreign Registration Card (FRC),10,8,18,Sittway,MMR012001
 Foreign Passport,136,58,194,Sittway,MMR012001
 None,17998,21213,39211,Sittway,MMR012001
 Child under 10 years,12095,11429,23524,Sittway,MMR012001
 Total,70470,77429,147899,Sittway,MMR012001
 Citizenship Scrutiny Card (pink),29222,31205,60427,Ponnagyun,MMR012002
 Associate Scrutiny Card (blue),6,18,24,Ponnagyun,MMR012002
 Naturalised Scrutiny Card (green),51,26,77,Ponnagyun,MMR012002
 National Registration Card (3-fold),69,132,201,Ponnagyun,MMR012002
 Religious card,365,18,383,Ponnagyun,MMR012002
 Temporary Registration Card (white),77,165,242,Ponnagyun,MMR012002
 Foreign Registration Card (FRC),-,2,2,Ponnagyun,MMR012002
 Foreign Passport,13,17,30,Ponnagyun,MMR012002
 None,16767,25223,41990,Ponnagyun,MMR012002
 Child under 10 years,13409,12968,26377,Ponnagyun,MMR012002
 Total,59979,69774,129753,Ponnagyun,MMR012002
 Citizenship Scrutiny Card (pink),29320,26049,55369,Pauktaw,MMR012007
 Associate Scrutiny Card (blue),24,31,55,Pauktaw,MMR012007
 Naturalised Scrutiny Card (green),64,27,91,Pauktaw,MMR012007
 National Registration Card (3-fold),133,141,274,Pauktaw,MMR012007
 Religious card,391,15,406,Pauktaw,MMR012007
 Temporary Registration Card (white),58,70,128,Pauktaw,MMR012007
 Foreign Passport,14,31,45,Pauktaw,MMR012007
 None,22794,36385,59179,Pauktaw,MMR012007
 Child under 10 years,15397,15013,30410,Pauktaw,MMR012007
 Total,68195,77762,145957,Pauktaw,MMR012007
 Citizenship Scrutiny Card (pink),22782,28054,50836,Yethedaung,MMR012008
 Associate Scrutiny Card (blue),14,22,36,Yethedaung,MMR012008
 Naturalised Scrutiny Card (green),51,37,88,Yethedaung,MMR012008
 National Registration Card (3-fold),147,190,337,Yethedaung,MMR012008
 Religious card,341,22,363,Yethedaung,MMR012008
 Temporary Registration Card (white),114,162,276,Yethedaung,MMR012008
 Foreign Registration Card (FRC),-,2,2,Yethedaung,MMR012008
 Foreign Passport,15,21,36,Yethedaung,MMR012008
 None,14676,21932,36608,Yethedaung,MMR012008
 Child under 10 years,11886,11506,23392,Yethedaung,MMR012008
 Total,50026,61948,111974,Yethedaung,MMR012008
 Citizenship Scrutiny Card (pink),43311,46229,89540,Myauk U,MMR012003
 Associate Scrutiny Card (blue),17,24,41,Myauk U,MMR012003
 Naturalised Scrutiny Card (green),32,14,46,Myauk U,MMR012003
 National Registration Card (3-fold),139,191,330,Myauk U,MMR012003
 Religious card,740,98,838,Myauk U,MMR012003
 Temporary Registration Card (white),134,182,316,Myauk U,MMR012003
 Foreign Registration Card (FRC),1,1,2,Myauk U,MMR012003
 Foreign Passport,32,37,69,Myauk U,MMR012003
 None,23919,36698,60617,Myauk U,MMR012003
 Child under 10 years,19349,18482,37831,Myauk U,MMR012003
 Total,87674,101956,189630,Myauk U,MMR012003
 Citizenship Scrutiny Card (pink),37921,43095,81016,Kyauktaw,MMR012004
 Associate Scrutiny Card (blue),11,21,32,Kyauktaw,MMR012004
 Naturalised Scrutiny Card (green),148,158,306,Kyauktaw,MMR012004
 National Registration Card (3-fold),107,158,265,Kyauktaw,MMR012004
 Religious card,542,68,610,Kyauktaw,MMR012004
 Temporary Registration Card (white),52,108,160,Kyauktaw,MMR012004
 Foreign Registration Card (FRC),-,1,1,Kyauktaw,MMR012004
 Foreign Passport,29,38,67,Kyauktaw,MMR012004
 None,21658,34225,55883,Kyauktaw,MMR012004
 Child under 10 years,17573,17187,34760,Kyauktaw,MMR012004
 Total,78041,95059,173100,Kyauktaw,MMR012004
 Citizenship Scrutiny Card (pink),37390,35307,72697,Minbya,MMR012005
 Associate Scrutiny Card (blue),14,21,35,Minbya,MMR012005
 Naturalised Scrutiny Card (green),43,27,70,Minbya,MMR012005
 National Registration Card (3-fold),54,94,148,Minbya,MMR012005
 Religious card,665,21,686,Minbya,MMR012005
 Temporary Registration Card (white),153,192,345,Minbya,MMR012005
 Foreign Registration Card (FRC),-,1,1,Minbya,MMR012005
 Foreign Passport,9,26,35,Minbya,MMR012005
 None,22678,36901,59579,Minbya,MMR012005
 Child under 10 years,17869,17743,35612,Minbya,MMR012005
 Total,78875,90333,169208,Minbya,MMR012005
 Citizenship Scrutiny Card (pink),28809,26060,54869,Myebon,MMR012006
 Associate Scrutiny Card (blue),12,22,34,Myebon,MMR012006
 Naturalised Scrutiny Card (green),67,61,128,Myebon,MMR012006
 National Registration Card (3-fold),199,166,365,Myebon,MMR012006
 Religious card,283,6,289,Myebon,MMR012006
 Temporary Registration Card (white),423,542,965,Myebon,MMR012006
 Foreign Registration Card (FRC),-,1,1,Myebon,MMR012006
 Foreign Passport,16,17,33,Myebon,MMR012006
 None,19904,29654,49558,Myebon,MMR012006
 Child under 10 years,15646,15305,30951,Myebon,MMR012006
 Total,65359,71834,137193,Myebon,MMR012006
 Citizenship Scrutiny Card (pink),10041,8883,18924,Maungtaw,MMR012009
 Associate Scrutiny Card (blue),6,15,21,Maungtaw,MMR012009
 Naturalised Scrutiny Card (green),795,850,1645,Maungtaw,MMR012009
 National Registration Card (3-fold),98,103,201,Maungtaw,MMR012009
 Religious card,131,7,138,Maungtaw,MMR012009
 Temporary Registration Card (white),587,609,1196,Maungtaw,MMR012009
 Foreign Registration Card (FRC),5,5,10,Maungtaw,MMR012009
 Foreign Passport,11,12,23,Maungtaw,MMR012009
 None,3935,4009,7944,Maungtaw,MMR012009
 Child under 10 years,4169,3928,8097,Maungtaw,MMR012009
 Total,19778,18421,38199,Maungtaw,MMR012009
 Citizenship Scrutiny Card (pink),13383,12708,26091,Buthidaung,MMR012010
 Associate Scrutiny Card (blue),5,11,16,Buthidaung,MMR012010
 Naturalised Scrutiny Card (green),217,238,455,Buthidaung,MMR012010
 National Registration Card (3-fold),52,33,85,Buthidaung,MMR012010
 Religious card,173,22,195,Buthidaung,MMR012010
 Temporary Registration Card (white),993,248,1241,Buthidaung,MMR012010
 Foreign Registration Card (FRC),60,4,64,Buthidaung,MMR012010
 Foreign Passport,13,6,19,Buthidaung,MMR012010
 None,6419,8309,14728,Buthidaung,MMR012010
 Child under 10 years,6403,6248,12651,Buthidaung,MMR012010
 Total,27718,27827,55545,Buthidaung,MMR012010
 Citizenship Scrutiny Card (pink),547,461,1008,Taungpyoletwe(ST),MMR012009
 Naturalised Scrutiny Card (green),10,16,26,Taungpyoletwe(ST),MMR012009
 National Registration Card (3-fold),5,2,7,Taungpyoletwe(ST),MMR012009
 Religious card,1,-,1,Taungpyoletwe(ST),MMR012009
 Temporary Registration Card (white),125,127,252,Taungpyoletwe(ST),MMR012009
 Foreign Registration Card (FRC),14,13,27,Taungpyoletwe(ST),MMR012009
 None,290,292,582,Taungpyoletwe(ST),MMR012009
 Child under 10 years,328,355,683,Taungpyoletwe(ST),MMR012009
 Total,1320,1266,2586,Taungpyoletwe(ST),MMR012009
 Citizenship Scrutiny Card (pink),40635,39565,80200,Kyaukpyu,MMR012011
 Associate Scrutiny Card (blue),23,27,50,Kyaukpyu,MMR012011
 Naturalised Scrutiny Card (green),74,38,112,Kyaukpyu,MMR012011
 National Registration Card (3-fold),286,372,658,Kyaukpyu,MMR012011
 Religious card,513,19,532,Kyaukpyu,MMR012011
 Temporary Registration Card (white),171,218,389,Kyaukpyu,MMR012011
 Foreign Registration Card (FRC),5,2,7,Kyaukpyu,MMR012011
 Foreign Passport,649,30,679,Kyaukpyu,MMR012011
 None,20305,30746,51051,Kyaukpyu,MMR012011
 Child under 10 years,16101,15573,31674,Kyaukpyu,MMR012011
 Total,78762,86590,165352,Kyaukpyu,MMR012011
 Citizenship Scrutiny Card (pink),17285,22845,40130,Mannaung,MMR017011
 Associate Scrutiny Card (blue),8,7,15,Mannaung,MMR017011
 Naturalised Scrutiny Card (green),27,14,41,Mannaung,MMR017011
 National Registration Card (3-fold),54,110,164,Mannaung,MMR017011
 Religious card,197,20,217,Mannaung,MMR017011
 Temporary Registration Card (white),59,113,172,Mannaung,MMR017011
 Foreign Passport,4,-,4,Mannaung,MMR017011
 None,3230,4878,8108,Mannaung,MMR017011
 Child under 10 years,4093,4022,8115,Mannaung,MMR017011
 Total,24957,32009,56966,Mannaung,MMR017011
 Citizenship Scrutiny Card (pink),24007,28567,52574,Yanbye,MMR012013
 Associate Scrutiny Card (blue),6,10,16,Yanbye,MMR012013
 Naturalised Scrutiny Card (green),32,15,47,Yanbye,MMR012013
 National Registration Card (3-fold),516,738,1254,Yanbye,MMR012013
 Religious card,389,11,400,Yanbye,MMR012013
 Temporary Registration Card (white),146,213,359,Yanbye,MMR012013
 Foreign Passport,9,12,21,Yanbye,MMR012013
 None,10645,14798,25443,Yanbye,MMR012013
 Child under 10 years,9016,8761,17777,Yanbye,MMR012013
 Total,44766,53125,97891,Yanbye,MMR012013
 Citizenship Scrutiny Card (pink),29804,24833,54637,An,MMR012014
 Associate Scrutiny Card (blue),26,17,43,An,MMR012014
 Naturalised Scrutiny Card (green),35,17,52,An,MMR012014
 National Registration Card (3-fold),94,97,191,An,MMR012014
 Religious card,240,15,255,An,MMR012014
 Temporary Registration Card (white),121,108,229,An,MMR012014
 Foreign Registration Card (FRC),1,1,2,An,MMR012014
 Foreign Passport,136,18,154,An,MMR012014
 None,14912,22677,37589,An,MMR012014
 Child under 10 years,13454,13108,26562,An,MMR012014
 Total,58823,60891,119714,An,MMR012014
 Citizenship Scrutiny Card (pink),38044,38934,76978,Thandwe,MMR012015
 Associate Scrutiny Card (blue),14,18,32,Thandwe,MMR012015
 Naturalised Scrutiny Card (green),166,47,213,Thandwe,MMR012015
 National Registration Card (3-fold),1453,1924,3377,Thandwe,MMR012015
 Religious card,446,22,468,Thandwe,MMR012015
 Temporary Registration Card (white),752,975,1727,Thandwe,MMR012015
 Foreign Registration Card (FRC),3,3,6,Thandwe,MMR012015
 Foreign Passport,260,211,471,Thandwe,MMR012015
 None,13881,16370,30251,Thandwe,MMR012015
 Child under 10 years,10103,9858,19961,Thandwe,MMR012015
 Total,65122,68362,133484,Thandwe,MMR012015
 Citizenship Scrutiny Card (pink),31409,32781,64190,Toungup,MMR012016
 Associate Scrutiny Card (blue),30,7,37,Toungup,MMR012016
 Naturalised Scrutiny Card (green),43,23,66,Toungup,MMR012016
 National Registration Card (3-fold),128,201,329,Toungup,MMR012016
 Religious card,293,30,323,Toungup,MMR012016
 Temporary Registration Card (white),185,249,434,Toungup,MMR012016
 Foreign Registration Card (FRC),18,1,19,Toungup,MMR012016
 Foreign Passport,11,10,21,Toungup,MMR012016
 None,13163,15321,28484,Toungup,MMR012016
 Child under 10 years,10393,10141,20534,Toungup,MMR012016
 Total,55673,58764,114437,Toungup,MMR012016
 Citizenship Scrutiny Card (pink),12995,12946,25941,Gwa,MMR012017
 Associate Scrutiny Card (blue),3,3,6,Gwa,MMR012017
 Naturalised Scrutiny Card (green),54,16,70,Gwa,MMR012017
 National Registration Card (3-fold),125,173,298,Gwa,MMR012017
 Religious card,119,14,133,Gwa,MMR012017
 Temporary Registration Card (white),158,226,384,Gwa,MMR012017
 Foreign Registration Card (FRC),1,2,3,Gwa,MMR012017
 Foreign Passport,9,18,27,Gwa,MMR012017
 None,4373,4601,8974,Gwa,MMR012017
 Child under 10 years,3321,3277,6598,Gwa,MMR012017
 Total,21158,21276,42434,Gwa,MMR012017
 Citizenship Scrutiny Card (pink),9690,8398,18088,Maei(ST),MMR012016
 Associate Scrutiny Card (blue),12,9,21,Maei(ST),MMR012016
 Naturalised Scrutiny Card (green),24,12,36,Maei(ST),MMR012016
 National Registration Card (3-fold),57,79,136,Maei(ST),MMR012016
 Religious card,110,-,110,Maei(ST),MMR012016
 Temporary Registration Card (white),29,46,75,Maei(ST),MMR012016
 Foreign Registration Card (FRC),2,1,3,Maei(ST),MMR012016
 Foreign Passport,14,25,39,Maei(ST),MMR012016
 None,7013,9345,16358,Maei(ST),MMR012016
 Child under 10 years,4633,4405,9038,Maei(ST),MMR012016
 Total,21584,22320,43904,Maei(ST),MMR012016
 Citizenship Scrutiny Card (pink),7305,7689,14994,Kyeintali(ST),MMR012017
 Associate Scrutiny Card (blue),1,4,5,Kyeintali(ST),MMR012017
 Naturalised Scrutiny Card (green),13,10,23,Kyeintali(ST),MMR012017
 National Registration Card (3-fold),104,135,239,Kyeintali(ST),MMR012017
 Religious card,69,6,75,Kyeintali(ST),MMR012017
 Temporary Registration Card (white),35,50,85,Kyeintali(ST),MMR012017
 Foreign Registration Card (FRC),1,1,2,Kyeintali(ST),MMR012017
 Foreign Passport,1,-,1,Kyeintali(ST),MMR012017
 None,2291,2598,4889,Kyeintali(ST),MMR012017
 Child under 10 years,1602,1666,3268,Kyeintali(ST),MMR012017
 Total,11422,12159,23581,Kyeintali(ST),MMR012017
 Citizenship Scrutiny Card (pink),94097,108798,202895,Insein,MMR013001
 Associate Scrutiny Card (blue),116,114,230,Insein,MMR013001
 Naturalised Scrutiny Card (green),864,593,1457,Insein,MMR013001
 National Registration Card (3-fold),3477,4505,7982,Insein,MMR013001
 Religious card,1673,253,1926,Insein,MMR013001
 Temporary Registration Card (white),939,1112,2051,Insein,MMR013001
 Foreign Registration Card (FRC),88,105,193,Insein,MMR013001
 Foreign Passport,251,86,337,Insein,MMR013001
 None,24256,23860,48116,Insein,MMR013001
 Child under 10 years,20397,19699,40096,Insein,MMR013001
 Total,146158,159125,305283,Insein,MMR013001
 Citizenship Scrutiny Card (pink),96745,111673,208418,Mingaladon,MMR013002
 Associate Scrutiny Card (blue),102,103,205,Mingaladon,MMR013002
 Naturalised Scrutiny Card (green),817,490,1307,Mingaladon,MMR013002
 National Registration Card (3-fold),4137,5616,9753,Mingaladon,MMR013002
 Religious card,2859,1000,3859,Mingaladon,MMR013002
 Temporary Registration Card (white),944,1184,2128,Mingaladon,MMR013002
 Foreign Registration Card (FRC),70,54,124,Mingaladon,MMR013002
 Foreign Passport,266,147,413,Mingaladon,MMR013002
 None,28122,29766,57888,Mingaladon,MMR013002
 Child under 10 years,24197,23294,47491,Mingaladon,MMR013002
 Total,158259,173327,331586,Mingaladon,MMR013002
 Citizenship Scrutiny Card (pink),63330,65453,128783,Hmawby,MMR013003
 Associate Scrutiny Card (blue),66,88,154,Hmawby,MMR013003
 Naturalised Scrutiny Card (green),428,182,610,Hmawby,MMR013003
 National Registration Card (3-fold),4559,6047,10606,Hmawby,MMR013003
 Religious card,1644,332,1976,Hmawby,MMR013003
 Temporary Registration Card (white),899,864,1763,Hmawby,MMR013003
 Foreign Registration Card (FRC),71,56,127,Hmawby,MMR013003
 Foreign Passport,162,50,212,Hmawby,MMR013003
 None,28570,29878,58448,Hmawby,MMR013003
 Child under 10 years,21202,20726,41928,Hmawby,MMR013003
 Total,120931,123676,244607,Hmawby,MMR013003
 Citizenship Scrutiny Card (pink),66613,67311,133924,Hlegu,MMR013004
 Associate Scrutiny Card (blue),47,67,114,Hlegu,MMR013004
 Naturalised Scrutiny Card (green),754,403,1157,Hlegu,MMR013004
 National Registration Card (3-fold),5506,7215,12721,Hlegu,MMR013004
 Religious card,1550,312,1862,Hlegu,MMR013004
